geo_id,geo_description,label,estimate,moe,se,year,description
37067001902,"Census Tract 19.02, Forsyth County, North Carolina",HC01_EST_VC01,1359,152,92.401215805471125,2016,Total; Estimate; Population 16 years and over
37067002001,"Census Tract 20.01, Forsyth County, North Carolina",HC01_EST_VC01,1967,143,86.93009118541033,2016,Total; Estimate; Population 16 years and over
37067002002,"Census Tract 20.02, Forsyth County, North Carolina",HC01_EST_VC01,2450,191,116.10942249240121,2016,Total; Estimate; Population 16 years and over
37067002100,"Census Tract 21, Forsyth County, North Carolina",HC01_EST_VC01,1829,155,94.22492401215806,2016,Total; Estimate; Population 16 years and over
37067002200,"Census Tract 22, Forsyth County, North Carolina",HC01_EST_VC01,3301,228,138.6018237082067,2016,Total; Estimate; Population 16 years and over
37067002501,"Census Tract 25.01, Forsyth County, North Carolina",HC01_EST_VC01,2045,155,94.22492401215806,2016,Total; Estimate; Population 16 years and over
37067002502,"Census Tract 25.02, Forsyth County, North Carolina",HC01_EST_VC01,2347,119,72.34042553191489,2016,Total; Estimate; Population 16 years and over
37067002601,"Census Tract 26.01, Forsyth County, North Carolina",HC01_EST_VC01,2479,249,151.3677811550152,2016,Total; Estimate; Population 16 years and over
37067002603,"Census Tract 26.03, Forsyth County, North Carolina",HC01_EST_VC01,5143,495,300.91185410334344,2016,Total; Estimate; Population 16 years and over
37067002604,"Census Tract 26.04, Forsyth County, North Carolina",HC01_EST_VC01,4592,260,158.0547112462006,2016,Total; Estimate; Population 16 years and over
37067002701,"Census Tract 27.01, Forsyth County, North Carolina",HC01_EST_VC01,4478,398,241.9452887537994,2016,Total; Estimate; Population 16 years and over
37067002702,"Census Tract 27.02, Forsyth County, North Carolina",HC01_EST_VC01,4751,612,372.0364741641337,2016,Total; Estimate; Population 16 years and over
37067002703,"Census Tract 27.03, Forsyth County, North Carolina",HC01_EST_VC01,5441,541,328.8753799392097,2016,Total; Estimate; Population 16 years and over
37067002801,"Census Tract 28.01, Forsyth County, North Carolina",HC01_EST_VC01,3332,276,167.78115501519756,2016,Total; Estimate; Population 16 years and over
37067002804,"Census Tract 28.04, Forsyth County, North Carolina",HC01_EST_VC01,2971,248,150.7598784194529,2016,Total; Estimate; Population 16 years and over
37067002806,"Census Tract 28.06, Forsyth County, North Carolina",HC01_EST_VC01,2665,279,169.6048632218845,2016,Total; Estimate; Population 16 years and over
37067002807,"Census Tract 28.07, Forsyth County, North Carolina",HC01_EST_VC01,4424,322,195.74468085106383,2016,Total; Estimate; Population 16 years and over
37067002808,"Census Tract 28.08, Forsyth County, North Carolina",HC01_EST_VC01,2795,275,167.17325227963525,2016,Total; Estimate; Population 16 years and over
37067002809,"Census Tract 28.09, Forsyth County, North Carolina",HC01_EST_VC01,1967,159,96.65653495440729,2016,Total; Estimate; Population 16 years and over
37067002901,"Census Tract 29.01, Forsyth County, North Carolina",HC01_EST_VC01,3755,341,207.29483282674772,2016,Total; Estimate; Population 16 years and over
37067002903,"Census Tract 29.03, Forsyth County, North Carolina",HC01_EST_VC01,2958,236,143.46504559270517,2016,Total; Estimate; Population 16 years and over
37067002904,"Census Tract 29.04, Forsyth County, North Carolina",HC01_EST_VC01,1831,153,93.00911854103343,2016,Total; Estimate; Population 16 years and over
37067003002,"Census Tract 30.02, Forsyth County, North Carolina",HC01_EST_VC01,3340,271,164.74164133738603,2016,Total; Estimate; Population 16 years and over
37067003003,"Census Tract 30.03, Forsyth County, North Carolina",HC01_EST_VC01,2378,164,99.69604863221885,2016,Total; Estimate; Population 16 years and over
37067003004,"Census Tract 30.04, Forsyth County, North Carolina",HC01_EST_VC01,2947,222,134.95440729483283,2016,Total; Estimate; Population 16 years and over
37067003103,"Census Tract 31.03, Forsyth County, North Carolina",HC01_EST_VC01,4511,341,207.29483282674772,2016,Total; Estimate; Population 16 years and over
37067003105,"Census Tract 31.05, Forsyth County, North Carolina",HC01_EST_VC01,3047,241,146.50455927051672,2016,Total; Estimate; Population 16 years and over
37067003106,"Census Tract 31.06, Forsyth County, North Carolina",HC01_EST_VC01,2382,201,122.18844984802432,2016,Total; Estimate; Population 16 years and over
37067003107,"Census Tract 31.07, Forsyth County, North Carolina",HC01_EST_VC01,3452,244,148.32826747720364,2016,Total; Estimate; Population 16 years and over
37067003108,"Census Tract 31.08, Forsyth County, North Carolina",HC01_EST_VC01,3148,381,231.6109422492401,2016,Total; Estimate; Population 16 years and over
37067003201,"Census Tract 32.01, Forsyth County, North Carolina",HC01_EST_VC01,3897,361,219.45288753799392,2016,Total; Estimate; Population 16 years and over
37067003202,"Census Tract 32.02, Forsyth County, North Carolina",HC01_EST_VC01,3060,313,190.27355623100303,2016,Total; Estimate; Population 16 years and over
37067003307,"Census Tract 33.07, Forsyth County, North Carolina",HC01_EST_VC01,2999,454,275.9878419452888,2016,Total; Estimate; Population 16 years and over
37067003308,"Census Tract 33.08, Forsyth County, North Carolina",HC01_EST_VC01,6203,350,212.7659574468085,2016,Total; Estimate; Population 16 years and over
37067003309,"Census Tract 33.09, Forsyth County, North Carolina",HC01_EST_VC01,4080,499,303.3434650455927,2016,Total; Estimate; Population 16 years and over
37067003310,"Census Tract 33.10, Forsyth County, North Carolina",HC01_EST_VC01,3378,286,173.86018237082067,2016,Total; Estimate; Population 16 years and over
37067003311,"Census Tract 33.11, Forsyth County, North Carolina",HC01_EST_VC01,1439,94,57.14285714285714,2016,Total; Estimate; Population 16 years and over
37067003312,"Census Tract 33.12, Forsyth County, North Carolina",HC01_EST_VC01,2241,174,105.77507598784194,2016,Total; Estimate; Population 16 years and over
37067003313,"Census Tract 33.13, Forsyth County, North Carolina",HC01_EST_VC01,1260,183,111.24620060790274,2016,Total; Estimate; Population 16 years and over
37067003314,"Census Tract 33.14, Forsyth County, North Carolina",HC01_EST_VC01,2560,186,113.06990881458967,2016,Total; Estimate; Population 16 years and over
37067003315,"Census Tract 33.15, Forsyth County, North Carolina",HC01_EST_VC01,2962,203,123.40425531914893,2016,Total; Estimate; Population 16 years and over
37067003402,"Census Tract 34.02, Forsyth County, North Carolina",HC01_EST_VC01,1895,118,71.73252279635258,2016,Total; Estimate; Population 16 years and over
37067003403,"Census Tract 34.03, Forsyth County, North Carolina",HC01_EST_VC01,2128,270,164.1337386018237,2016,Total; Estimate; Population 16 years and over
37067003404,"Census Tract 34.04, Forsyth County, North Carolina",HC01_EST_VC01,2814,396,240.72948328267478,2016,Total; Estimate; Population 16 years and over
37067003500,"Census Tract 35, Forsyth County, North Carolina",HC01_EST_VC01,4087,426,258.96656534954406,2016,Total; Estimate; Population 16 years and over
37067003600,"Census Tract 36, Forsyth County, North Carolina",HC01_EST_VC01,5121,413,251.06382978723403,2016,Total; Estimate; Population 16 years and over
37067003701,"Census Tract 37.01, Forsyth County, North Carolina",HC01_EST_VC01,3633,358,217.629179331307,2016,Total; Estimate; Population 16 years and over
37067003702,"Census Tract 37.02, Forsyth County, North Carolina",HC01_EST_VC01,3837,331,201.2158054711246,2016,Total; Estimate; Population 16 years and over
37067003703,"Census Tract 37.03, Forsyth County, North Carolina",HC01_EST_VC01,5314,353,214.58966565349544,2016,Total; Estimate; Population 16 years and over
37067003803,"Census Tract 38.03, Forsyth County, North Carolina",HC01_EST_VC01,4220,291,176.89969604863222,2016,Total; Estimate; Population 16 years and over
37067003804,"Census Tract 38.04, Forsyth County, North Carolina",HC01_EST_VC01,3800,314,190.88145896656536,2016,Total; Estimate; Population 16 years and over
37067003805,"Census Tract 38.05, Forsyth County, North Carolina",HC01_EST_VC01,5157,523,317.93313069908817,2016,Total; Estimate; Population 16 years and over
37067003806,"Census Tract 38.06, Forsyth County, North Carolina",HC01_EST_VC01,2548,192,116.71732522796353,2016,Total; Estimate; Population 16 years and over
37067003903,"Census Tract 39.03, Forsyth County, North Carolina",HC01_EST_VC01,3533,399,242.5531914893617,2016,Total; Estimate; Population 16 years and over
37067003904,"Census Tract 39.04, Forsyth County, North Carolina",HC01_EST_VC01,5464,386,234.65045592705167,2016,Total; Estimate; Population 16 years and over
37067003905,"Census Tract 39.05, Forsyth County, North Carolina",HC01_EST_VC01,3017,243,147.72036474164133,2016,Total; Estimate; Population 16 years and over
37067003906,"Census Tract 39.06, Forsyth County, North Carolina",HC01_EST_VC01,2872,138,83.89057750759878,2016,Total; Estimate; Population 16 years and over
37067003908,"Census Tract 39.08, Forsyth County, North Carolina",HC01_EST_VC01,2443,132,80.24316109422492,2016,Total; Estimate; Population 16 years and over
37067003909,"Census Tract 39.09, Forsyth County, North Carolina",HC01_EST_VC01,3638,223,135.56231003039514,2016,Total; Estimate; Population 16 years and over
37067004005,"Census Tract 40.05, Forsyth County, North Carolina",HC01_EST_VC01,4158,203,123.40425531914893,2016,Total; Estimate; Population 16 years and over
37067004007,"Census Tract 40.07, Forsyth County, North Carolina",HC01_EST_VC01,6165,367,223.10030395136778,2016,Total; Estimate; Population 16 years and over
37067004009,"Census Tract 40.09, Forsyth County, North Carolina",HC01_EST_VC01,3351,221,134.34650455927053,2016,Total; Estimate; Population 16 years and over
37067004010,"Census Tract 40.10, Forsyth County, North Carolina",HC01_EST_VC01,2726,227,137.9939209726444,2016,Total; Estimate; Population 16 years and over
37067004011,"Census Tract 40.11, Forsyth County, North Carolina",HC01_EST_VC01,4640,309,187.8419452887538,2016,Total; Estimate; Population 16 years and over
37067004012,"Census Tract 40.12, Forsyth County, North Carolina",HC01_EST_VC01,4130,325,197.56838905775075,2016,Total; Estimate; Population 16 years and over
37067004013,"Census Tract 40.13, Forsyth County, North Carolina",HC01_EST_VC01,2400,215,130.69908814589667,2016,Total; Estimate; Population 16 years and over
37067004014,"Census Tract 40.14, Forsyth County, North Carolina",HC01_EST_VC01,2307,166,100.91185410334346,2016,Total; Estimate; Population 16 years and over
37067004015,"Census Tract 40.15, Forsyth County, North Carolina",HC01_EST_VC01,3363,206,125.22796352583586,2016,Total; Estimate; Population 16 years and over
37067004102,"Census Tract 41.02, Forsyth County, North Carolina",HC01_EST_VC01,2853,199,120.9726443768997,2016,Total; Estimate; Population 16 years and over
37067004103,"Census Tract 41.03, Forsyth County, North Carolina",HC01_EST_VC01,3274,225,136.77811550151975,2016,Total; Estimate; Population 16 years and over
37067004104,"Census Tract 41.04, Forsyth County, North Carolina",HC01_EST_VC01,3061,192,116.71732522796353,2016,Total; Estimate; Population 16 years and over
37067000100,"Census Tract 1, Forsyth County, North Carolina",HC02_EST_VC01,49.1,5.6,3.4042553191489358,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067000200,"Census Tract 2, Forsyth County, North Carolina",HC02_EST_VC01,53.4,6.9,4.194528875379939,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067000301,"Census Tract 3.01, Forsyth County, North Carolina",HC02_EST_VC01,49.5,7.3,4.437689969604863,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067000302,"Census Tract 3.02, Forsyth County, North Carolina",HC02_EST_VC01,51.1,8.8,5.349544072948329,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067000400,"Census Tract 4, Forsyth County, North Carolina",HC02_EST_VC01,63.7,6.6,4.012158054711246,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067000500,"Census Tract 5, Forsyth County, North Carolina",HC02_EST_VC01,52.4,7.5,4.5592705167173255,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067000600,"Census Tract 6, Forsyth County, North Carolina",HC02_EST_VC01,46.2,5.5,3.3434650455927053,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067000700,"Census Tract 7, Forsyth County, North Carolina",HC02_EST_VC01,61.2,6.5,3.951367781155015,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067000801,"Census Tract 8.01, Forsyth County, North Carolina",HC02_EST_VC01,46.5,4.3,2.613981762917933,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067000802,"Census Tract 8.02, Forsyth County, North Carolina",HC02_EST_VC01,52.7,7.9,4.802431610942249,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067000900,"Census Tract 9, Forsyth County, North Carolina",HC02_EST_VC01,61.6,4.7,2.857142857142857,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067001e3,"Census Tract 10, Forsyth County, North Carolina",HC02_EST_VC01,68.8,7.2,4.376899696048632,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067001100,"Census Tract 11, Forsyth County, North Carolina",HC02_EST_VC01,60.9,8.1,4.924012158054711,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067001200,"Census Tract 12, Forsyth County, North Carolina",HC02_EST_VC01,54.1,5.5,3.3434650455927053,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067001300,"Census Tract 13, Forsyth County, North Carolina",HC02_EST_VC01,32.9,4.3,2.613981762917933,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067001400,"Census Tract 14, Forsyth County, North Carolina",HC02_EST_VC01,52.5,6.8,4.133738601823708,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067001500,"Census Tract 15, Forsyth County, North Carolina",HC02_EST_VC01,65.6,4.2,2.5531914893617023,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067001601,"Census Tract 16.01, Forsyth County, North Carolina",HC02_EST_VC01,41.8,6.1,3.708206686930091,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067001602,"Census Tract 16.02, Forsyth County, North Carolina",HC02_EST_VC01,47.3,7.8,4.741641337386018,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067001700,"Census Tract 17, Forsyth County, North Carolina",HC02_EST_VC01,62.9,4.3,2.613981762917933,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067001800,"Census Tract 18, Forsyth County, North Carolina",HC02_EST_VC01,62.5,5.4,3.2826747720364744,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067001901,"Census Tract 19.01, Forsyth County, North Carolina",HC02_EST_VC01,63.2,5.6,3.4042553191489358,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067001902,"Census Tract 19.02, Forsyth County, North Carolina",HC02_EST_VC01,64.8,5.7,3.465045592705167,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002001,"Census Tract 20.01, Forsyth County, North Carolina",HC02_EST_VC01,63.1,4.5,2.735562310030395,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002002,"Census Tract 20.02, Forsyth County, North Carolina",HC02_EST_VC01,56.2,5.8,3.525835866261398,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002100,"Census Tract 21, Forsyth County, North Carolina",HC02_EST_VC01,67.8,7,4.25531914893617,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002200,"Census Tract 22, Forsyth County, North Carolina",HC02_EST_VC01,73,3.9,2.370820668693009,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002501,"Census Tract 25.01, Forsyth County, North Carolina",HC02_EST_VC01,54.3,5.1,3.100303951367781,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002502,"Census Tract 25.02, Forsyth County, North Carolina",HC02_EST_VC01,56.2,4.6,2.796352583586626,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002601,"Census Tract 26.01, Forsyth County, North Carolina",HC02_EST_VC01,54.1,7.2,4.376899696048632,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002603,"Census Tract 26.03, Forsyth County, North Carolina",HC02_EST_VC01,64.1,4.5,2.735562310030395,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002604,"Census Tract 26.04, Forsyth County, North Carolina",HC02_EST_VC01,64.3,4.3,2.613981762917933,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002701,"Census Tract 27.01, Forsyth County, North Carolina",HC02_EST_VC01,69.7,6.6,4.012158054711246,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002702,"Census Tract 27.02, Forsyth County, North Carolina",HC02_EST_VC01,63.9,6.4,3.8905775075987843,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002703,"Census Tract 27.03, Forsyth County, North Carolina",HC02_EST_VC01,61.6,7,4.25531914893617,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002801,"Census Tract 28.01, Forsyth County, North Carolina",HC02_EST_VC01,59.8,4.4,2.6747720364741645,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002804,"Census Tract 28.04, Forsyth County, North Carolina",HC02_EST_VC01,61.6,5.1,3.100303951367781,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002806,"Census Tract 28.06, Forsyth County, North Carolina",HC02_EST_VC01,59.1,6.4,3.8905775075987843,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002807,"Census Tract 28.07, Forsyth County, North Carolina",HC02_EST_VC01,66.1,5,3.03951367781155,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002808,"Census Tract 28.08, Forsyth County, North Carolina",HC02_EST_VC01,64.3,5.1,3.100303951367781,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002809,"Census Tract 28.09, Forsyth County, North Carolina",HC02_EST_VC01,63.4,3.9,2.370820668693009,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002901,"Census Tract 29.01, Forsyth County, North Carolina",HC02_EST_VC01,60,5.4,3.2826747720364744,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002903,"Census Tract 29.03, Forsyth County, North Carolina",HC02_EST_VC01,54.6,5.2,3.161094224924012,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067002904,"Census Tract 29.04, Forsyth County, North Carolina",HC02_EST_VC01,56.2,6.5,3.951367781155015,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003002,"Census Tract 30.02, Forsyth County, North Carolina",HC02_EST_VC01,58.4,4.8,2.917933130699088,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003003,"Census Tract 30.03, Forsyth County, North Carolina",HC02_EST_VC01,60.5,6.2,3.768996960486322,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003004,"Census Tract 30.04, Forsyth County, North Carolina",HC02_EST_VC01,65.7,4.8,2.917933130699088,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003103,"Census Tract 31.03, Forsyth County, North Carolina",HC02_EST_VC01,71,5.1,3.100303951367781,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003105,"Census Tract 31.05, Forsyth County, North Carolina",HC02_EST_VC01,63.6,5,3.03951367781155,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003106,"Census Tract 31.06, Forsyth County, North Carolina",HC02_EST_VC01,63.2,6.1,3.708206686930091,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003107,"Census Tract 31.07, Forsyth County, North Carolina",HC02_EST_VC01,63.1,3.6,2.188449848024316,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003108,"Census Tract 31.08, Forsyth County, North Carolina",HC02_EST_VC01,58.5,6.5,3.951367781155015,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003201,"Census Tract 32.01, Forsyth County, North Carolina",HC02_EST_VC01,64.3,4.4,2.6747720364741645,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003202,"Census Tract 32.02, Forsyth County, North Carolina",HC02_EST_VC01,62.7,5.7,3.465045592705167,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003307,"Census Tract 33.07, Forsyth County, North Carolina",HC02_EST_VC01,64.4,6.3,3.829787234042553,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003308,"Census Tract 33.08, Forsyth County, North Carolina",HC02_EST_VC01,69.5,4,2.43161094224924,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003309,"Census Tract 33.09, Forsyth County, North Carolina",HC02_EST_VC01,67.1,4.5,2.735562310030395,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003310,"Census Tract 33.10, Forsyth County, North Carolina",HC02_EST_VC01,77,4.5,2.735562310030395,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003311,"Census Tract 33.11, Forsyth County, North Carolina",HC02_EST_VC01,72,4.2,2.5531914893617023,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003312,"Census Tract 33.12, Forsyth County, North Carolina",HC02_EST_VC01,64.8,4.2,2.5531914893617023,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003313,"Census Tract 33.13, Forsyth County, North Carolina",HC02_EST_VC01,48.3,6.9,4.194528875379939,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003314,"Census Tract 33.14, Forsyth County, North Carolina",HC02_EST_VC01,69.4,5.6,3.4042553191489358,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003315,"Census Tract 33.15, Forsyth County, North Carolina",HC02_EST_VC01,62,4.4,2.6747720364741645,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003402,"Census Tract 34.02, Forsyth County, North Carolina",HC02_EST_VC01,59.1,3.9,2.370820668693009,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003403,"Census Tract 34.03, Forsyth County, North Carolina",HC02_EST_VC01,67.5,9.6,5.835866261398176,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003404,"Census Tract 34.04, Forsyth County, North Carolina",HC02_EST_VC01,58,9,5.47112462006079,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003500,"Census Tract 35, Forsyth County, North Carolina",HC02_EST_VC01,60.5,6,3.6474164133738602,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003600,"Census Tract 36, Forsyth County, North Carolina",HC02_EST_VC01,62.4,5,3.03951367781155,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003701,"Census Tract 37.01, Forsyth County, North Carolina",HC02_EST_VC01,72.1,6.9,4.194528875379939,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003702,"Census Tract 37.02, Forsyth County, North Carolina",HC02_EST_VC01,71.4,4.8,2.917933130699088,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003703,"Census Tract 37.03, Forsyth County, North Carolina",HC02_EST_VC01,78.5,4.7,2.857142857142857,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003803,"Census Tract 38.03, Forsyth County, North Carolina",HC02_EST_VC01,67,4.9,2.9787234042553195,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003804,"Census Tract 38.04, Forsyth County, North Carolina",HC02_EST_VC01,63.4,5.5,3.3434650455927053,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003805,"Census Tract 38.05, Forsyth County, North Carolina",HC02_EST_VC01,68,5.7,3.465045592705167,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003806,"Census Tract 38.06, Forsyth County, North Carolina",HC02_EST_VC01,64.7,5,3.03951367781155,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003903,"Census Tract 39.03, Forsyth County, North Carolina",HC02_EST_VC01,74.7,5.5,3.3434650455927053,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003904,"Census Tract 39.04, Forsyth County, North Carolina",HC02_EST_VC01,65.6,4.5,2.735562310030395,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003905,"Census Tract 39.05, Forsyth County, North Carolina",HC02_EST_VC01,67.3,4.3,2.613981762917933,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003906,"Census Tract 39.06, Forsyth County, North Carolina",HC02_EST_VC01,57.1,5.2,3.161094224924012,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003908,"Census Tract 39.08, Forsyth County, North Carolina",HC02_EST_VC01,60.1,4.7,2.857142857142857,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067003909,"Census Tract 39.09, Forsyth County, North Carolina",HC02_EST_VC01,65,5.2,3.161094224924012,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067004005,"Census Tract 40.05, Forsyth County, North Carolina",HC02_EST_VC01,64.5,3.6,2.188449848024316,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067004007,"Census Tract 40.07, Forsyth County, North Carolina",HC02_EST_VC01,61.6,4.6,2.796352583586626,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067004009,"Census Tract 40.09, Forsyth County, North Carolina",HC02_EST_VC01,65.3,4.7,2.857142857142857,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
37067004010,"Census Tract 40.10, Forsyth County, North Carolina",HC02_EST_VC01,69.8,5,3.03951367781155,2016,Labor Force Participation Rate; Estimate; Population 16 years and over
