year,geo_description,type,subtype,success,trials,estimate,se
2011,Forsyth,Age,25 to 44,13,92119,14.112180983293348,3.9140147802993837
2011,Forsyth,Age,45 to 64,15,94544,15.86562870198003,4.0964877159919375
2011,Forsyth,Age,65 and over,6,46874,12.800273072492214,5.225689599315566
2011,Forsyth,Age,Under 25,7,121298,5.770911309337334,2.181199451816675
2011,Forsyth,Comparison Community,Total,41,354835,11.554666253329012,1.8045356961497172
2011,Forsyth,Gender,Female,6,186521,3.216795963993331,1.3132514530713315
2011,Forsyth,Gender,Male,35,168314,20.794467483394133,3.514906533680868
2011,Forsyth,Race / Ethnicity,African American,7,93110,7.517989474814735,2.8415329299372685
2011,Forsyth,Race / Ethnicity,"White, non-Hispanic",32,210331,15.214114895093923,2.689500953018043
2011,Guilford,Age,25 to 44,17,132710,12.809886218069476,3.1068537605437876
2011,Guilford,Age,45 to 64,18,128674,13.988840014299704,3.2972012116816805
2011,Guilford,Age,65 and over,6,62218,9.64351152399627,3.93694709374004
2011,Guilford,Age,Under 25,8,171639,4.6609453562418794,1.6478930340692908
2011,Guilford,Comparison Community,Total,49,495241,9.894172736102222,1.413453248014603
2011,Guilford,Gender,Female,18,259891,6.925980507212639,1.6324692610053002
2011,Guilford,Gender,Male,31,235350,13.171871680475887,2.3657379914297945
2011,Guilford,Race / Ethnicity,African American,6,165394,3.6277011257965825,1.481002782920286
2011,Guilford,Race / Ethnicity,"White, non-Hispanic",43,270208,15.913666508763619,2.426811391336304
2011,North Carolina,Age,25 to 44,395,2578559,15.318633391750975,0.7707640939901623
2011,North Carolina,Age,45 to 64,446,2560347,17.419513839335057,0.8248378865029964
2011,North Carolina,Age,65 and over,209,1278906,16.34209238208281,1.1304061670522274
2011,North Carolina,Age,Under 25,146,3245128,4.499052117512776,0.3723442025582526
2011,North Carolina,Comparison Community,Total,1196,9662940,12.377185411479322,0.35789555695866027
2011,North Carolina,Gender,Female,277,4953488,5.592019199400503,0.33599187031629507
2011,North Carolina,Gender,Male,919,4709452,19.513947694975975,0.6437057386389805
2011,North Carolina,Race / Ethnicity,African American,103,2116544,4.866423754951468,0.4795029805707899
2011,North Carolina,Race / Ethnicity,"White, non-Hispanic",1063,6361718,16.70932285901387,0.512498051215131
2012,Durham,Age,25 to 44,8,92703,8.629709933874848,3.0510632069579087
2012,Durham,Age,45 to 64,8,67128,11.917530687641522,4.21348338211505
2012,Durham,Age,65 and over,3,29388,10.208248264597795,5.893734883520067
2012,Durham,Age,Under 25,2,93777,2.132719110229587,1.5080601452094808
2012,Durham,Comparison Community,Total,21,282996,7.420599584446424,1.6193075856039805
2012,Durham,Gender,Female,11,147204,7.472623026548191,2.2530806162573027
2012,Durham,Gender,Male,10,135792,7.364204076823377,2.328765803705947
2012,Durham,Race / Ethnicity,African American,5,109521,4.565334502058966,2.0416796573258003
2012,Durham,Race / Ethnicity,"White, non-Hispanic",15,120900,12.40694789081886,3.203460170560312
2012,Forsyth,Age,25 to 44,13,92494,14.05496572750665,3.8981461234934045
2012,Forsyth,Age,45 to 64,14,95122,14.717941170286581,3.933535235564792
2012,Forsyth,Age,65 and over,7,49059,14.26853380623331,5.3929988606873165
2012,Forsyth,Age,Under 25,3,121262,2.4739819564249315,1.428354148512211
2012,Forsyth,Comparison Community,Total,37,357937,10.337014614303635,1.699394734352196
2012,Forsyth,Gender,Female,9,188269,4.78039401069746,1.5934646702324866
2012,Forsyth,Gender,Male,28,169668,16.50281726666195,3.11873931568073
2012,Forsyth,Race / Ethnicity,African American,6,93750,6.3999999999999995,2.6127890589687235
2012,Forsyth,Race / Ethnicity,"White, non-Hispanic",31,211682,14.644608422067064,2.630249318709206
2012,Guilford,Age,25 to 44,16,134010,11.93940750690247,2.9848518767256174
2012,Guilford,Age,45 to 64,26,129817,20.028193533974747,3.9278519096826954
2012,Guilford,Age,65 and over,11,65329,16.837851490149855,5.076803242595784
2012,Guilford,Age,Under 25,5,171675,2.91247997670016,1.3025006422017122
2012,Guilford,Comparison Community,Total,58,500831,11.580752788864906,1.5206273385361346
2012,Guilford,Gender,Female,18,262774,6.849992769452077,1.614558779452794
2012,Guilford,Gender,Male,40,238057,16.802698513381248,2.6567399069704982
2012,Guilford,Race / Ethnicity,African American,4,168401,2.3752828071092216,1.1876414035546108
2012,Guilford,Race / Ethnicity,"White, non-Hispanic",51,270814,18.83211355395216,2.637023354975315
2012,North Carolina,Age,25 to 44,372,2581650,14.409389344024172,0.7470920350158198
2012,North Carolina,Age,45 to 64,534,2572302,20.759615317330546,0.8983564144716556
2012,North Carolina,Age,65 and over,218,1345645,16.200409469065022,1.0972301803397924
2012,North Carolina,Age,Under 25,154,3255702,4.730162650021408,0.3811673686962399
2012,North Carolina,Comparison Community,Total,1278,9755299,13.10057231459538,0.3664585356475384
2012,North Carolina,Gender,Female,328,5002396,6.556857953668602,0.3620419150398096
2012,North Carolina,Gender,Male,950,4752903,19.98778430782198,0.6484893551340073
2012,North Carolina,Race / Ethnicity,African American,87,2141809,4.061986853169446,0.4354907021629293
2012,North Carolina,Race / Ethnicity,"White, non-Hispanic",1161,6395865,18.152353121899854,0.532741858603983
2013,Durham,Age,25 to 44,5,94885,5.269536807714602,2.3566085023974175
2013,Durham,Age,45 to 64,13,68712,18.919548259401562,5.247338565991369
2013,Durham,Age,65 and over,5,30930,16.16553507921112,7.229447065954703
2013,Durham,Age,Under 25,4,94433,4.23580739783762,2.11790369891881
2013,Durham,Comparison Community,Total,27,288960,9.343853820598007,1.7982255061969241
2013,Durham,Gender,Female,10,150450,6.646726487205052,2.1018794683737982
2013,Durham,Gender,Male,17,138510,12.273482059057107,2.976756642565635
2013,Durham,Race / Ethnicity,African American,5,111692,4.47659635425993,2.0019947511905865
2013,Durham,Race / Ethnicity,"White, non-Hispanic",22,123431,17.82372337581321,3.800030591847615
2013,Forsyth,Age,25 to 44,13,92525,14.050256687381788,3.896840070752758
2013,Forsyth,Age,45 to 64,16,95856,16.691704223001167,4.172926055750292
2013,Forsyth,Age,65 and over,8,50927,15.708759597070316,5.553885217558839
2013,Forsyth,Age,Under 25,4,121692,3.286986819182855,1.6434934095914275
2013,Forsyth,Comparison Community,Total,41,361000,11.357340720221607,1.773718625327659
2013,Forsyth,Gender,Female,10,189778,5.269314672933638,1.6663036074615494
2013,Forsyth,Gender,Male,31,171222,18.105150039130486,3.251780941018106
2013,Forsyth,Race / Ethnicity,African American,6,94946,6.319381543192973,2.5798767117974197
2013,Forsyth,Race / Ethnicity,"White, non-Hispanic",35,212612,16.461911839406994,2.7825709664081124
2013,Guilford,Age,25 to 44,20,135194,14.793555927038183,3.3079396681802296
2013,Guilford,Age,45 to 64,18,131472,13.691128148959473,3.2270298520744225
2013,Guilford,Age,65 and over,6,68013,8.821842882978254,3.601502275716669
2013,Guilford,Age,Under 25,8,172092,4.648676289426586,1.6435552638973283
2013,Guilford,Comparison Community,Total,52,506771,10.261044929563846,1.4229509089762395
2013,Guilford,Gender,Female,18,266321,6.758761044003289,1.5930552555447317
2013,Guilford,Gender,Male,34,240450,14.140153878145146,2.4250163837992518
2013,Guilford,Race / Ethnicity,African American,13,171787,7.567510929232131,2.098849898690814
2013,Guilford,Race / Ethnicity,"White, non-Hispanic",38,271381,14.002454114326355,2.271498005744314
2013,North Carolina,Age,25 to 44,389,2591329,15.011602154724468,0.7611184424407715
2013,North Carolina,Age,45 to 64,622,2591439,24.002108481040842,0.9623968701049823
2013,North Carolina,Age,65 and over,213,1403281,15.178713315437179,1.0400282993446377
2013,North Carolina,Age,Under 25,143,3263763,4.381445589033272,0.3663948866109885
2013,North Carolina,Comparison Community,Total,1367,9849812,13.878437476776208,0.3753671957868059
2013,North Carolina,Gender,Female,289,5051640,5.720914396116904,0.33652437624217085
2013,North Carolina,Gender,Male,978,4798172,20.3827624353608,0.6517688724419171
2013,North Carolina,Race / Ethnicity,African American,114,2169158,5.255495450308369,0.4922222471590964
2013,North Carolina,Race / Ethnicity,"White, non-Hispanic",1129,6428418,17.56264138392992,0.522688400673741
2014,Durham,Age,25 to 44,10,96663,10.34521999110311,3.2714458067392687
2014,Durham,Age,45 to 64,8,70294,11.380772185392779,4.023710593715239
2014,Durham,Age,65 and over,6,32858,18.260393207133728,7.454774310010281
2014,Durham,Age,Under 25,3,95647,3.136533294300919,1.8108783417868592
2014,Durham,Comparison Community,Total,27,295462,9.13823097386466,1.7586533708925791
2014,Durham,Gender,Female,4,153969,2.5979255564431805,1.2989627782215902
2014,Durham,Gender,Male,23,141493,16.255221106344482,3.3894479043576147
2014,Durham,Race / Ethnicity,African American,8,114186,7.006112833447182,2.4770349471442996
2014,Durham,Race / Ethnicity,"White, non-Hispanic",17,126124,13.478798642605689,3.2690888535232476
2014,Forsyth,Age,25 to 44,9,92748,9.703713287618061,3.234571095872687
2014,Forsyth,Age,45 to 64,18,96781,18.598691892003593,4.383753719345001
2014,Forsyth,Age,65 and over,7,52740,13.272658323852863,5.016593308806581
2014,Forsyth,Age,Under 25,8,122687,6.520658260451392,2.305400836882628
2014,Forsyth,Comparison Community,Total,42,364956,11.508236609344689,1.7757594609782716
2014,Forsyth,Gender,Female,15,191817,7.8199533930777765,2.0191032839672274
2014,Forsyth,Gender,Male,27,173139,15.594406806092215,3.001144989116624
2014,Forsyth,Race / Ethnicity,African American,3,96235,3.1173689406141216,1.7998137970269417
2014,Forsyth,Race / Ethnicity,"White, non-Hispanic",37,213769,17.308402995757103,2.84548392437548
2014,Guilford,Age,25 to 44,24,136244,17.615454625524794,3.595739618307123
2014,Guilford,Age,45 to 64,10,132932,7.522643155899257,2.3788686397318775
2014,Guilford,Age,65 and over,4,70841,5.646447678604198,2.823223839302099
2014,Guilford,Age,Under 25,5,172524,2.8981475041153693,1.2960909656046635
2014,Guilford,Comparison Community,Total,43,512541,8.389572736620094,1.279397848035962
2014,Guilford,Gender,Female,11,269673,4.079014213510437,1.2298690600673408
2014,Guilford,Gender,Male,35,242868,14.411120444027208,2.435923951734941
2014,Guilford,Race / Ethnicity,African American,8,174902,4.5739900058318375,1.6171496751015941
2014,Guilford,Race / Ethnicity,"White, non-Hispanic",37,271848,13.610547070421706,2.237560155049226
2014,North Carolina,Age,25 to 44,420,2602152,16.1404867970818,0.7875751121348482
2014,North Carolina,Age,45 to 64,501,2614942,19.159124753053796,0.8559665677326453
2014,North Carolina,Age,65 and over,250,1460300,17.119769910292405,1.0827493186908097
2014,North Carolina,Age,Under 25,175,3263766,5.361904009049669,0.4053218446213041
2014,North Carolina,Comparison Community,Total,1346,9941160,13.539667402999246,0.3690502180398291
2014,North Carolina,Gender,Female,365,5100871,7.155640673916278,0.37454335101873387
2014,North Carolina,Gender,Male,982,4840289,20.288044784102766,0.6474175246970748
2014,North Carolina,Race / Ethnicity,African American,123,2193570,5.6072976928021445,0.5055930062140446
2014,North Carolina,Race / Ethnicity,"White, non-Hispanic",1168,6460061,18.08032462851357,0.5290354840499204
2015,Durham,Age,25 to 44,9,98035,9.18039475697455,3.060131585658183
2015,Durham,Age,45 to 64,9,72207,12.464165524118162,4.15472184137272
2015,Durham,Age,65 and over,0,34768,0,0
2015,Durham,Age,Under 25,7,96164,7.279231313173328,2.751290827195822
2015,Durham,Comparison Community,Total,25,301174,8.300849342904767,1.6601698685809534
2015,Durham,Gender,Female,9,157018,5.731826924301672,1.9106089747672241
2015,Durham,Gender,Male,16,144156,11.099087100086017,2.774771775021504
2015,Durham,Race / Ethnicity,African American,7,115330,6.069539582068846,2.294070329545297
2015,Durham,Race / Ethnicity,"White, non-Hispanic",17,129160,13.161969650046453,3.1922465357832617
2015,Forsyth,Age,25 to 44,18,92667,19.424390559746186,4.578372761737495
2015,Forsyth,Age,45 to 64,10,97840,10.220768601798856,3.2320908219218922
2015,Forsyth,Age,65 and over,11,54523,20.174972030152414,6.082982943630028
2015,Forsyth,Age,Under 25,5,122892,4.068613091169483,1.8195390892001024
2015,Forsyth,Comparison Community,Total,44,367922,11.959056539157757,1.8028956085014758
2015,Forsyth,Gender,Female,8,193248,4.139758238118894,1.4636255613233722
2015,Forsyth,Gender,Male,36,174674,20.609821725042078,3.434970287507013
2015,Forsyth,Race / Ethnicity,African American,5,97291,5.139221510725555,2.298329729882301
2015,Forsyth,Race / Ethnicity,"White, non-Hispanic",35,214481,16.318461775168895,2.7583234799817307
2015,Guilford,Age,25 to 44,19,136866,13.88219134043517,3.184793114097492
2015,Guilford,Age,45 to 64,34,134789,25.224610316865622,4.325984980113585
2015,Guilford,Age,65 and over,9,73308,12.276968407267967,4.092322802422656
2015,Guilford,Age,Under 25,9,172759,5.209569400147025,1.7365231333823417
2015,Guilford,Comparison Community,Total,71,517722,13.713923688775056,1.6275433095708427
2015,Guilford,Gender,Female,15,272240,5.509844255069057,1.4226356693386044
2015,Guilford,Gender,Male,56,245482,22.812263220928624,3.048416899629253
2015,Guilford,Race / Ethnicity,African American,5,178077,2.807774165108352,1.2556747797299987
2015,Guilford,Race / Ethnicity,"White, non-Hispanic",62,271546,22.832227320601298,2.8996957694135843
2015,North Carolina,Age,25 to 44,407,2613429,15.57340949381062,0.7719452490131552
2015,North Carolina,Age,45 to 64,569,2648378,21.484848461964265,0.900691702006025
2015,North Carolina,Age,65 and over,264,1514348,17.433245198593717,1.0729420720515972
2015,North Carolina,Age,Under 25,163,3265614,4.991404372960185,0.3909569635236652
2015,North Carolina,Comparison Community,Total,1403,10041769,13.971641849160243,0.37300839723216184
2015,North Carolina,Gender,Female,335,5151588,6.502849218532227,0.35528860649809585
2015,North Carolina,Gender,Male,1068,4890181,21.839682416663106,0.6682834291151265
2015,North Carolina,Race / Ethnicity,African American,112,2216995,5.051883292474724,0.47735810158608216
2015,North Carolina,Race / Ethnicity,"White, non-Hispanic",1233,6496948,18.97814173670468,0.5404706907329238
2016,Durham,Age,25 to 44,8,99293,8.056962726476186,2.8485664898292833
2016,Durham,Age,45 to 64,7,74012,9.457925741771604,3.574759918749109
2016,Durham,Age,65 and over,3,37052,8.096728921515707,4.674648622392522
2016,Durham,Age,Under 25,4,96733,4.135093504801877,2.0675467524009385
2016,Durham,Comparison Community,Total,22,307090,7.164023576150314,1.527374958423729
2016,Durham,Gender,Female,6,160313,3.7426783854085444,1.5279420525990894
2016,Durham,Gender,Male,16,146777,10.900890466489981,2.7252226166224953
2016,Durham,Race / Ethnicity,African American,3,116494,2.5752399265198207,1.4868154648040905
2016,Durham,Race / Ethnicity,"White, non-Hispanic",17,132159,12.863293457123616,3.1198069186492488
2016,Forsyth,Age,25 to 44,8,93364,8.568613169958441,3.0294622389209866
2016,Forsyth,Age,45 to 64,21,98806,21.25377001396676,4.637952852008825
2016,Forsyth,Age,65 and over,6,56315,10.654354967593003,4.34962220151501
2016,Forsyth,Age,Under 25,8,123129,6.497250850733783,2.2971250678119612
2016,Forsyth,Comparison Community,Total,43,371614,11.571146404602626,1.764583283811159
2016,Forsyth,Gender,Female,13,195008,6.666393173613391,1.8489248007589378
2016,Forsyth,Gender,Male,30,176606,16.98696533526607,3.1013813658945115
2016,Forsyth,Race / Ethnicity,African American,6,98291,6.104322877984759,2.4920793793767264
2016,Forsyth,Race / Ethnicity,"White, non-Hispanic",35,215251,16.260087061151864,2.74845635239772
2016,Guilford,Age,25 to 44,21,136977,15.331040977682383,3.3455074172713957
2016,Guilford,Age,45 to 64,23,136589,16.83883768092599,3.5111403724404746
2016,Guilford,Age,65 and over,10,75628,13.222615962341989,4.181358306669989
2016,Guilford,Age,Under 25,6,172802,3.4721820349301513,1.4175123799395712
2016,Guilford,Comparison Community,Total,60,521996,11.494340952804237,1.4839130361946902
2016,Guilford,Gender,Female,18,274385,6.560125371284873,1.5462363784898174
2016,Guilford,Gender,Male,42,247611,16.962089729454668,2.6173072676124485
2016,Guilford,Race / Ethnicity,African American,4,180476,2.2163611782176025,1.1081805891088012
2016,Guilford,Race / Ethnicity,"White, non-Hispanic",53,271045,19.553948606319985,2.685941407987795
2016,North Carolina,Age,25 to 44,420,2633278,15.949702234249477,0.7782657786955725
2016,North Carolina,Age,45 to 64,509,2683273,18.96937061566229,0.8408025700462441
2016,North Carolina,Age,65 and over,253,1570581,16.108688440774465,1.0127445652651386
2016,North Carolina,Age,Under 25,188,3269557,5.750014451499087,0.4193629045403426
2016,North Carolina,Comparison Community,Total,1370,10156689,13.488647727620684,0.3644249720223145
2016,North Carolina,Gender,Female,359,5210651,6.889734123432945,0.3636262593963099
2016,North Carolina,Gender,Male,1011,4946038,20.440603165604468,0.6428625536473697
2016,North Carolina,Race / Ethnicity,African American,110,2242422,4.905410310815716,0.46771252162623783
2016,North Carolina,Race / Ethnicity,"White, non-Hispanic",1188,6539729,18.16589036028863,0.5270459353778754
2017,Durham,Age,25 to 44,10,100370,9.963136395337251,3.1506203648185505
2017,Durham,Age,45 to 64,14,74822,18.711074282964905,5.000744950380826
2017,Durham,Age,65 and over,6,39429,15.217225899718482,6.21240645916249
2017,Durham,Age,Under 25,4,97019,4.122903761118956,2.061451880559478
2017,Durham,Comparison Community,Total,34,311640,10.910024387113335,1.8710537462602042
2017,Durham,Gender,Female,9,162731,5.53059957844541,1.8435331928151368
2017,Durham,Gender,Male,25,148909,16.78877703832542,3.357755407665084
2017,Durham,Race / Ethnicity,African American,7,116941,5.985924526043047,2.2624668089588686
2017,Durham,Race / Ethnicity,"White, non-Hispanic",27,134722,20.04127017116729,3.8569442427418177
2017,Forsyth,Age,25 to 44,14,94713,14.781497788054438,3.950521456161183
2017,Forsyth,Age,45 to 64,14,99386,14.08649105507818,3.7647730935684516
2017,Forsyth,Age,65 and over,10,58535,17.08379601947553,5.402370650326095
2017,Forsyth,Age,Under 25,8,123686,6.467991526931099,2.2867803346750564
2017,Forsyth,Comparison Community,Total,46,376320,12.223639455782314,1.8022773126927265
2017,Forsyth,Gender,Female,17,197424,8.610908501499312,2.088452075541809
2017,Forsyth,Gender,Male,36,178896,20.12342366514623,3.353903944191038
2017,Forsyth,Race / Ethnicity,African American,16,99658,16.05490778462341,4.013726946155853
2017,Forsyth,Race / Ethnicity,"White, non-Hispanic",36,216649,16.61673951876076,2.7694565864601266
2017,Guilford,Age,25 to 44,21,137822,15.237044883980786,3.3249957880134087
2017,Guilford,Age,45 to 64,14,137378,10.190860254189172,2.723621967690563
2017,Guilford,Age,65 and over,13,78185,16.627230287139476,4.61156395147917
