geo_description,label,year,description,estimate,moe,se,cv,file
Union ,HD01_VD03,2006,Estimate; Renter occupied,2236,896,457.14,20.44,African American
Wake ,HD01_VD03,2006,Estimate; Renter occupied,31828,2935.83,1497.87,4.71,African American
Wayne ,HD01_VD03,2006,Estimate; Renter occupied,7809,882.89,450.45,5.77,African American
Wilkes ,HD01_VD03,2006,Estimate; Renter occupied,209,268.09,136.78,65.44,African American
Wilson ,HD01_VD03,2006,Estimate; Renter occupied,6225,1224.85,624.92,10.04,African American
United States,HD01_VD01,2007,Estimate; Total:,13247930,52808,26942.86,0.2,African American
North Carolina,HD01_VD01,2007,Estimate; Total:,735532,9764.26,4981.77,0.68,African American
Alamance ,HD01_VD01,2007,Estimate; Total:,10414,1174.81,599.39,5.76,African American
Brunswick ,HD01_VD01,2007,Estimate; Total:,5659,991.32,505.78,8.94,African American
Buncombe ,HD01_VD01,2007,Estimate; Total:,7539,1066.38,544.07,7.22,African American
Burke ,HD01_VD01,2007,Estimate; Total:,2010,470.64,240.12,11.95,African American
Cabarrus ,HD01_VD01,2007,Estimate; Total:,8122,946.04,482.67,5.94,African American
Caldwell ,HD01_VD01,2007,Estimate; Total:,1659,526.64,268.69,16.2,African American
Catawba ,HD01_VD01,2007,Estimate; Total:,4773,845.96,431.61,9.04,African American
Cleveland ,HD01_VD01,2007,Estimate; Total:,7040,1087.83,555.02,7.88,African American
Craven ,HD01_VD01,2007,Estimate; Total:,10284,1005.62,513.07,4.99,African American
Cumberland ,HD01_VD01,2007,Estimate; Total:,41665,2387.74,1218.23,2.92,African American
Davidson ,HD01_VD01,2007,Estimate; Total:,5375,817.36,417.02,7.76,African American
Durham ,HD01_VD01,2007,Estimate; Total:,37727,2354.38,1201.21,3.18,African American
Forsyth ,HD01_VD01,2007,Estimate; Total:,34052,1772.94,904.56,2.66,African American
Gaston ,HD01_VD01,2007,Estimate; Total:,10767,1550.13,790.88,7.35,African American
Guilford ,HD01_VD01,2007,Estimate; Total:,56783,2616.51,1334.95,2.35,African American
Harnett ,HD01_VD01,2007,Estimate; Total:,8917,1046.13,533.74,5.99,African American
Henderson ,HD01_VD01,2007,Estimate; Total:,1299,401.53,204.86,15.77,African American
Iredell ,HD01_VD01,2007,Estimate; Total:,6177,998.47,509.42,8.25,African American
Johnston ,HD01_VD01,2007,Estimate; Total:,8202,1129.53,576.29,7.03,African American
Lincoln ,HD01_VD01,2007,Estimate; Total:,1645,421.79,215.2,13.08,African American
Mecklenburg ,HD01_VD01,2007,Estimate; Total:,102121,2926.3,1493.01,1.46,African American
Moore ,HD01_VD01,2007,Estimate; Total:,2495,882.89,450.45,18.05,African American
Nash ,HD01_VD01,2007,Estimate; Total:,13354,1252.26,638.91,4.78,African American
New Hanover ,HD01_VD01,2007,Estimate; Total:,11808,1097.36,559.88,4.74,African American
Onslow ,HD01_VD01,2007,Estimate; Total:,11543,1643.06,838.3,7.26,African American
Orange ,HD01_VD01,2007,Estimate; Total:,6301,961.53,490.58,7.79,African American
Pitt ,HD01_VD01,2007,Estimate; Total:,20580,1271.32,648.63,3.15,African American
Randolph ,HD01_VD01,2007,Estimate; Total:,2696,481.36,245.59,9.11,African American
Robeson ,HD01_VD01,2007,Estimate; Total:,9937,1206.98,615.81,6.2,African American
Rockingham ,HD01_VD01,2007,Estimate; Total:,6799,672,342.86,5.04,African American
Rowan ,HD01_VD01,2007,Estimate; Total:,7234,788.77,402.43,5.56,African American
Surry ,HD01_VD01,2007,Estimate; Total:,1429,523.06,266.87,18.68,African American
Union ,HD01_VD01,2007,Estimate; Total:,7756,1125.96,574.47,7.41,African American
Wake ,HD01_VD01,2007,Estimate; Total:,63112,3107.4,1585.41,2.51,African American
Wayne ,HD01_VD01,2007,Estimate; Total:,14215,1112.85,567.78,3.99,African American
Wilkes ,HD01_VD01,2007,Estimate; Total:,1541,506.38,258.36,16.77,African American
Wilson ,HD01_VD01,2007,Estimate; Total:,11156,1239.15,632.22,5.67,African American
United States,HD01_VD02,2007,Estimate; Owner occupied,6155344,48774.81,24885.11,0.4,African American
North Carolina,HD01_VD02,2007,Estimate; Owner occupied,367071,9378.21,4784.8,1.3,African American
Alamance ,HD01_VD02,2007,Estimate; Owner occupied,5551,1069.96,545.9,9.83,African American
Brunswick ,HD01_VD02,2007,Estimate; Owner occupied,3565,1021.11,520.97,14.61,African American
Buncombe ,HD01_VD02,2007,Estimate; Owner occupied,3197,1003.23,511.85,16.01,African American
Burke ,HD01_VD02,2007,Estimate; Owner occupied,1003,413.45,210.94,21.03,African American
Cabarrus ,HD01_VD02,2007,Estimate; Owner occupied,3489,798.3,407.3,11.67,African American
Caldwell ,HD01_VD02,2007,Estimate; Owner occupied,1050,519.49,265.05,25.24,African American
Catawba ,HD01_VD02,2007,Estimate; Owner occupied,2174,817.36,417.02,19.18,African American
Cleveland ,HD01_VD02,2007,Estimate; Owner occupied,3607,1033.02,527.05,14.61,African American
Craven ,HD01_VD02,2007,Estimate; Owner occupied,5150,778.04,396.96,7.71,African American
Cumberland ,HD01_VD02,2007,Estimate; Owner occupied,21186,2278.13,1162.31,5.49,African American
Davidson ,HD01_VD02,2007,Estimate; Owner occupied,1903,731.57,373.25,19.61,African American
Durham ,HD01_VD02,2007,Estimate; Owner occupied,16032,1781.28,908.82,5.67,African American
Forsyth ,HD01_VD02,2007,Estimate; Owner occupied,15879,1759.83,897.87,5.65,African American
Gaston ,HD01_VD02,2007,Estimate; Owner occupied,4551,907.91,463.22,10.18,African American
Guilford ,HD01_VD02,2007,Estimate; Owner occupied,24030,2359.15,1203.65,5.01,African American
Harnett ,HD01_VD02,2007,Estimate; Owner occupied,5299,921.02,469.91,8.87,African American
Henderson ,HD01_VD02,2007,Estimate; Owner occupied,859,474.21,241.94,28.17,African American
Iredell ,HD01_VD02,2007,Estimate; Owner occupied,3355,811.4,413.98,12.34,African American
Johnston ,HD01_VD02,2007,Estimate; Owner occupied,5253,1198.64,611.55,11.64,African American
Lincoln ,HD01_VD02,2007,Estimate; Owner occupied,1457,463.49,236.47,16.23,African American
Mecklenburg ,HD01_VD02,2007,Estimate; Owner occupied,48326,3319.49,1693.62,3.5,African American
Moore ,HD01_VD02,2007,Estimate; Owner occupied,1796,816.17,416.41,23.19,African American
Nash ,HD01_VD02,2007,Estimate; Owner occupied,6444,1336.85,682.07,10.58,African American
New Hanover ,HD01_VD02,2007,Estimate; Owner occupied,4370,974.64,497.27,11.38,African American
Onslow ,HD01_VD02,2007,Estimate; Owner occupied,6036,1216.51,620.67,10.28,African American
Orange ,HD01_VD02,2007,Estimate; Owner occupied,3041,774.47,395.14,12.99,African American
Pitt ,HD01_VD02,2007,Estimate; Owner occupied,7643,1612.09,822.49,10.76,African American
Randolph ,HD01_VD02,2007,Estimate; Owner occupied,1744,477.79,243.77,13.98,African American
Robeson ,HD01_VD02,2007,Estimate; Owner occupied,5042,1067.57,544.68,10.8,African American
Rockingham ,HD01_VD02,2007,Estimate; Owner occupied,3431,1006.81,513.68,14.97,African American
Rowan ,HD01_VD02,2007,Estimate; Owner occupied,3272,838.81,427.96,13.08,African American
Surry ,HD01_VD02,2007,Estimate; Owner occupied,922,455.15,232.22,25.19,African American
Union ,HD01_VD02,2007,Estimate; Owner occupied,4801,997.28,508.82,10.6,African American
Wake ,HD01_VD02,2007,Estimate; Owner occupied,26692,2319.83,1183.59,4.43,African American
Wayne ,HD01_VD02,2007,Estimate; Owner occupied,6855,882.89,450.45,6.57,African American
Wilkes ,HD01_VD02,2007,Estimate; Owner occupied,869,296.68,151.37,17.42,African American
Wilson ,HD01_VD02,2007,Estimate; Owner occupied,4885,1122.38,572.64,11.72,African American
United States,HD01_VD03,2007,Estimate; Renter occupied,7092586,48410.21,24699.09,0.35,African American
North Carolina,HD01_VD03,2007,Estimate; Renter occupied,368461,9863.15,5032.22,1.37,African American
Alamance ,HD01_VD03,2007,Estimate; Renter occupied,4863,1246.3,635.87,13.08,African American
Brunswick ,HD01_VD03,2007,Estimate; Renter occupied,2094,729.19,372.04,17.77,African American
Buncombe ,HD01_VD03,2007,Estimate; Renter occupied,4342,1358.3,693.01,15.96,African American
Burke ,HD01_VD03,2007,Estimate; Renter occupied,1007,509.96,260.18,25.84,African American
Cabarrus ,HD01_VD03,2007,Estimate; Renter occupied,4633,1161.7,592.7,12.79,African American
Caldwell ,HD01_VD03,2007,Estimate; Renter occupied,609,461.11,235.26,38.63,African American
Catawba ,HD01_VD03,2007,Estimate; Renter occupied,2599,962.72,491.18,18.9,African American
Cleveland ,HD01_VD03,2007,Estimate; Renter occupied,3433,929.36,474.16,13.81,African American
Craven ,HD01_VD03,2007,Estimate; Renter occupied,5134,1249.87,637.69,12.42,African American
Cumberland ,HD01_VD03,2007,Estimate; Renter occupied,20479,2460.43,1255.32,6.13,African American
Davidson ,HD01_VD03,2007,Estimate; Renter occupied,3472,900.77,459.58,13.24,African American
Durham ,HD01_VD03,2007,Estimate; Renter occupied,21695,2452.09,1251.07,5.77,African American
Forsyth ,HD01_VD03,2007,Estimate; Renter occupied,18173,2382.98,1215.81,6.69,African American
Gaston ,HD01_VD03,2007,Estimate; Renter occupied,6216,1544.17,787.84,12.67,African American
Guilford ,HD01_VD03,2007,Estimate; Renter occupied,32753,3489.87,1780.55,5.44,African American
Harnett ,HD01_VD03,2007,Estimate; Renter occupied,3618,1114.04,568.39,15.71,African American
Henderson ,HD01_VD03,2007,Estimate; Renter occupied,440,430.13,219.45,49.88,African American
Iredell ,HD01_VD03,2007,Estimate; Renter occupied,2822,909.11,463.83,16.44,African American
Johnston ,HD01_VD03,2007,Estimate; Renter occupied,2949,732.77,373.86,12.68,African American
Lincoln ,HD01_VD03,2007,Estimate; Renter occupied,188,247.83,126.44,67.26,African American
Mecklenburg ,HD01_VD03,2007,Estimate; Renter occupied,53795,3700.77,1888.15,3.51,African American
Moore ,HD01_VD03,2007,Estimate; Renter occupied,699,357.45,182.37,26.09,African American
Nash ,HD01_VD03,2007,Estimate; Renter occupied,6910,1224.85,624.92,9.04,African American
New Hanover ,HD01_VD03,2007,Estimate; Renter occupied,7438,1187.91,606.08,8.15,African American
Onslow ,HD01_VD03,2007,Estimate; Renter occupied,5507,1722.89,879.03,15.96,African American
Orange ,HD01_VD03,2007,Estimate; Renter occupied,3260,1105.7,564.13,17.3,African American
Pitt ,HD01_VD03,2007,Estimate; Renter occupied,12937,2116.09,1079.64,8.35,African American
Randolph ,HD01_VD03,2007,Estimate; Renter occupied,952,587.4,299.69,31.48,African American
Robeson ,HD01_VD03,2007,Estimate; Renter occupied,4895,1195.06,609.72,12.46,African American
Rockingham ,HD01_VD03,2007,Estimate; Renter occupied,3368,911.49,465.05,13.81,African American
Rowan ,HD01_VD03,2007,Estimate; Renter occupied,3962,938.89,479.03,12.09,African American
Surry ,HD01_VD03,2007,Estimate; Renter occupied,507,486.13,248.03,48.92,African American
Union ,HD01_VD03,2007,Estimate; Renter occupied,2955,1309.45,668.09,22.61,African American
Wake ,HD01_VD03,2007,Estimate; Renter occupied,36420,3477.96,1774.47,4.87,African American
Wayne ,HD01_VD03,2007,Estimate; Renter occupied,7360,1012.77,516.72,7.02,African American
Wilkes ,HD01_VD03,2007,Estimate; Renter occupied,672,526.64,268.69,39.98,African American
Wilson ,HD01_VD03,2007,Estimate; Renter occupied,6271,1411.91,720.36,11.49,African American
United States,HD01_VD01,2008,Estimate; Total:,13368019,47901.45,24439.52,0.18,African American
North Carolina,HD01_VD01,2008,Estimate; Total:,747630,10344.51,5277.81,0.71,African American
Alamance ,HD01_VD01,2008,Estimate; Total:,10901,962.72,491.18,4.51,African American
Brunswick ,HD01_VD01,2008,Estimate; Total:,5711,1357.11,692.4,12.12,African American
Buncombe ,HD01_VD01,2008,Estimate; Total:,6390,1115.23,568.99,8.9,African American
Burke ,HD01_VD01,2008,Estimate; Total:,1853,573.11,292.4,15.78,African American
Cabarrus ,HD01_VD01,2008,Estimate; Total:,8305,1042.55,531.91,6.4,African American
Caldwell ,HD01_VD01,2008,Estimate; Total:,1904,973.45,496.66,26.09,African American
Catawba ,HD01_VD01,2008,Estimate; Total:,5026,896,457.14,9.1,African American
Cleveland ,HD01_VD01,2008,Estimate; Total:,7488,954.38,486.93,6.5,African American
Craven ,HD01_VD01,2008,Estimate; Total:,10277,943.66,481.46,4.68,African American
Cumberland ,HD01_VD01,2008,Estimate; Total:,46996,2661.79,1358.06,2.89,African American
Davidson ,HD01_VD01,2008,Estimate; Total:,5373,1024.68,522.8,9.73,African American
Durham ,HD01_VD01,2008,Estimate; Total:,38836,2393.7,1221.28,3.14,African American
Forsyth ,HD01_VD01,2008,Estimate; Total:,35187,1927.83,983.59,2.8,African American
Gaston ,HD01_VD01,2008,Estimate; Total:,11294,1351.15,689.36,6.1,African American
Guilford ,HD01_VD01,2008,Estimate; Total:,56009,2579.57,1316.11,2.35,African American
Harnett ,HD01_VD01,2008,Estimate; Total:,7702,905.53,462.01,6,African American
Henderson ,HD01_VD01,2008,Estimate; Total:,1282,498.04,254.1,19.82,African American
Iredell ,HD01_VD01,2008,Estimate; Total:,6432,978.21,499.09,7.76,African American
Johnston ,HD01_VD01,2008,Estimate; Total:,8366,1013.96,517.33,6.18,African American
Lincoln ,HD01_VD01,2008,Estimate; Total:,1313,610.04,311.24,23.7,African American
Mecklenburg ,HD01_VD01,2008,Estimate; Total:,106093,3375.49,1722.19,1.62,African American
Moore ,HD01_VD01,2008,Estimate; Total:,4500,764.94,390.28,8.67,African American
Nash ,HD01_VD01,2008,Estimate; Total:,12237,1226.04,625.53,5.11,African American
New Hanover ,HD01_VD01,2008,Estimate; Total:,11755,1344,685.71,5.83,African American
Onslow ,HD01_VD01,2008,Estimate; Total:,11256,1086.64,554.41,4.93,African American
Orange ,HD01_VD01,2008,Estimate; Total:,7304,931.74,475.38,6.51,African American
Pitt ,HD01_VD01,2008,Estimate; Total:,20467,1597.79,815.2,3.98,African American
Randolph ,HD01_VD01,2008,Estimate; Total:,2863,641.02,327.05,11.42,African American
Robeson ,HD01_VD01,2008,Estimate; Total:,9183,1179.57,601.82,6.55,African American
Rockingham ,HD01_VD01,2008,Estimate; Total:,6823,886.47,452.28,6.63,African American
Rowan ,HD01_VD01,2008,Estimate; Total:,8713,1240.34,632.83,7.26,African American
Surry ,HD01_VD01,2008,Estimate; Total:,1644,453.96,231.61,14.09,African American
Union ,HD01_VD01,2008,Estimate; Total:,6743,1024.68,522.8,7.75,African American
Wake ,HD01_VD01,2008,Estimate; Total:,63199,2689.19,1372.04,2.17,African American
Wayne ,HD01_VD01,2008,Estimate; Total:,15008,1329.7,678.42,4.52,African American
Wilkes ,HD01_VD01,2008,Estimate; Total:,1085,301.45,153.8,14.18,African American
Wilson ,HD01_VD01,2008,Estimate; Total:,11560,1768.17,902.13,7.8,African American
United States,HD01_VD02,2008,Estimate; Owner occupied,6094063,47763.23,24368.99,0.4,African American
North Carolina,HD01_VD02,2008,Estimate; Owner occupied,368818,9691.57,4944.68,1.34,African American
Alamance ,HD01_VD02,2008,Estimate; Owner occupied,4976,1108.09,565.35,11.36,African American
Brunswick ,HD01_VD02,2008,Estimate; Owner occupied,4543,1092.6,557.45,12.27,African American
Buncombe ,HD01_VD02,2008,Estimate; Owner occupied,3114,750.64,382.98,12.3,African American
Burke ,HD01_VD02,2008,Estimate; Owner occupied,1120,403.91,206.08,18.4,African American
Cabarrus ,HD01_VD02,2008,Estimate; Owner occupied,3532,1068.77,545.29,15.44,African American
Caldwell ,HD01_VD02,2008,Estimate; Owner occupied,727,641.02,327.05,44.99,African American
Catawba ,HD01_VD02,2008,Estimate; Owner occupied,2371,681.53,347.72,14.67,African American
Cleveland ,HD01_VD02,2008,Estimate; Owner occupied,3572,965.11,492.4,13.78,African American
Craven ,HD01_VD02,2008,Estimate; Owner occupied,4792,1167.66,595.74,12.43,African American
Cumberland ,HD01_VD02,2008,Estimate; Owner occupied,24578,2840.51,1449.24,5.9,African American
Davidson ,HD01_VD02,2008,Estimate; Owner occupied,2602,679.15,346.51,13.32,African American
Durham ,HD01_VD02,2008,Estimate; Owner occupied,17850,2076.77,1059.58,5.94,African American
Forsyth ,HD01_VD02,2008,Estimate; Owner occupied,16139,1764.6,900.31,5.58,African American
Gaston ,HD01_VD02,2008,Estimate; Owner occupied,5836,1408.34,718.54,12.31,African American
Guilford ,HD01_VD02,2008,Estimate; Owner occupied,26782,2379.4,1213.98,4.53,African American
Harnett ,HD01_VD02,2008,Estimate; Owner occupied,4207,825.7,421.28,10.01,African American
Henderson ,HD01_VD02,2008,Estimate; Owner occupied,625,439.66,224.32,35.89,African American
Iredell ,HD01_VD02,2008,Estimate; Owner occupied,2762,691.06,352.58,12.77,African American
Johnston ,HD01_VD02,2008,Estimate; Owner occupied,5485,960.34,489.97,8.93,African American
Lincoln ,HD01_VD02,2008,Estimate; Owner occupied,562,498.04,254.1,45.21,African American
Mecklenburg ,HD01_VD02,2008,Estimate; Owner occupied,48377,3395.74,1732.52,3.58,African American
Moore ,HD01_VD02,2008,Estimate; Owner occupied,2674,861.45,439.52,16.44,African American
Nash ,HD01_VD02,2008,Estimate; Owner occupied,5485,1146.21,584.8,10.66,African American
New Hanover ,HD01_VD02,2008,Estimate; Owner occupied,5215,1290.38,658.36,12.62,African American
Onslow ,HD01_VD02,2008,Estimate; Owner occupied,5458,1092.6,557.45,10.21,African American
