area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,area_title,own_title,industry_title,agglvl_title,size_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs_count,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_count_chg,oty_annual_avg_estabs_count_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
37067,1,49111,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 49111 Postal service,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,15,628,34775724,0,0,1065,55405,,0.55,0.8,0.8,0,0,0.99,1,,0,0,31,5.2,761190,2.2,0,0,0,0,-31,-2.8,-1563,-2.7
37067,1,491110,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 491110 Postal service,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,15,628,34775724,0,0,1065,55405,,0.55,0.8,0.8,0,0,0.99,1,,0,0,31,5.2,761190,2.2,0,0,0,0,-31,-2.8,-1563,-2.7
37067,1,52,74,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 52 Finance and insurance,"County, NAICS Sector -- by ownership sector",All establishment sizes,1,5,304403,0,0,1211,62980,,1.35,0.3,0.17,0,0,0.59,0.59,,0,0,0,0,6240,2.1,0,0,0,0,64,5.6,3347,5.6
37067,1,522,75,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 522 Credit intermediation and related activities,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,5,304403,0,0,1211,62980,,1.64,0.64,0.48,0,0,0.77,0.77,,0,0,0,0,6240,2.1,0,0,0,0,64,5.6,3347,5.6
37067,1,5222,76,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 5222 Nondepository credit intermediation,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,1,5,304403,0,0,1211,62980,,1.64,0.64,0.48,0,0,0.77,0.77,,0,0,0,0,6240,2.1,0,0,0,0,64,5.6,3347,5.6
37067,1,52229,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 52229 Other nondepository credit intermediation,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,5,304403,0,0,1211,62980,,1.64,0.64,0.48,0,0,0.77,0.77,,0,0,0,0,6240,2.1,0,0,0,0,64,5.6,3347,5.6
37067,1,522292,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 522292 Real estate credit,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,5,304403,0,0,1211,62980,,3.72,1.35,1.25,0,0,0.95,0.95,,0,0,0,0,6240,2.1,0,0,0,0,64,5.6,3347,5.6
37067,1,62,74,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 62 Health care and social assistance,"County, NAICS Sector -- by ownership sector",All establishment sizes,2,23,2009566,0,0,1668,86744,,1.75,0.05,0.05,0,0,1.17,1.17,,1,100,-112,-83,-11081289,-84.6,0,0,0,0,-194,-10.4,-10106,-10.4
37067,1,621,75,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 621 Ambulatory health care services,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,23,2009566,0,0,1668,86744,,4.26,0.48,0.55,0,0,1.13,1.14,,1,100,-112,-83,-11081289,-84.6,0,0,0,0,-194,-10.4,-10106,-10.4
37067,1,6211,76,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 6211 Offices of physicians,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,2,23,2009566,0,0,1668,86744,,5.92,0.77,0.86,0,0,1.11,1.11,,1,100,-112,-83,-11081289,-84.6,0,0,0,0,-194,-10.4,-10106,-10.4
37067,1,62111,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 62111 Offices of physicians,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,2,23,2009566,0,0,1668,86744,,5.92,0.77,0.86,0,0,1.11,1.11,,1,100,-112,-83,-11081289,-84.6,0,0,0,0,-194,-10.4,-10106,-10.4
37067,1,621111,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,"NAICS 621111 Offices of physicians, except mental health","County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,23,2009566,0,0,1668,86744,,5.92,0.77,0.86,0,0,1.11,1.11,,1,100,-112,-83,-11081289,-84.6,0,0,0,0,-194,-10.4,-10106,-10.4
37067,1,92,74,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 92 Public administration,"County, NAICS Sector -- by ownership sector",All establishment sizes,16,904,70564639,0,0,1501,78029,,0.71,0.47,0.43,0,0,0.92,0.92,,0,0,18,2,5099814,7.8,0,0,0,0,81,5.7,4176,5.7
37067,1,921,75,0,2017,A,,"Forsyth County, North Carolina",Federal Government,"NAICS 921 Executive, legislative and general government","County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,14,1190489,0,0,1626,84532,,0.95,0.07,0.08,0,0,1.07,1.07,,0,0,-3,-17.6,-181374,-13.2,0,0,0,0,43,2.7,2220,2.7
37067,1,9211,76,0,2017,A,,"Forsyth County, North Carolina",Federal Government,"NAICS 9211 Executive, legislative and general government","County, NAICS 4-digit -- by ownership sector",All establishment sizes,2,14,1190489,0,0,1626,84532,,0.95,0.07,0.08,0,0,1.07,1.07,,0,0,-3,-17.6,-181374,-13.2,0,0,0,0,43,2.7,2220,2.7
37067,1,92113,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 92113 Public finance activities,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,14,1190489,0,0,1626,84532,,1.92,0.12,0.12,0,0,1.05,1.05,,0,0,-2,-12.5,-151067,-11.3,0,0,0,0,54,3.4,2813,3.4
37067,1,921130,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 921130 Public finance activities,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,14,1190489,0,0,1626,84532,,1.92,0.12,0.12,0,0,1.05,1.05,,0,0,-2,-12.5,-151067,-11.3,0,0,0,0,54,3.4,2813,3.4
37067,1,92119,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 92119 Other general government support,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,,0.64,0,0,0,0,0,0,,0,0,0,0,-30307,-100,0,0,0,0,-2331,-100,-121228,-100
37067,1,921190,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 921190 Other general government support,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,,0.64,0,0,0,0,0,0,,0,0,0,0,-30307,-100,0,0,0,0,-2331,-100,-121228,-100
37067,1,922,75,0,2017,A,,"Forsyth County, North Carolina",Federal Government,"NAICS 922 Justice, public order, and safety activities","County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,64,5973562,0,0,1795,93337,,1.54,0.2,0.19,0,0,0.97,0.97,,0,0,-2,-3,16391,0.3,0,0,0,0,46,2.6,2388,2.6
37067,1,9221,76,0,2017,A,,"Forsyth County, North Carolina",Federal Government,"NAICS 9221 Justice, public order, and safety activities","County, NAICS 4-digit -- by ownership sector",All establishment sizes,5,64,5973562,0,0,1795,93337,,1.54,0.2,0.19,0,0,0.97,0.97,,0,0,-2,-3,16391,0.3,0,0,0,0,46,2.6,2388,2.6
37067,1,92211,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 92211 Courts,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,2,47,4083977,0,0,1668,86739,,3.47,1.1,1.11,0,0,1,1,,0,0,-3,-6,-206034,-4.8,0,0,0,0,26,1.6,1366,1.6
37067,1,922110,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 922110 Courts,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,47,4083977,0,0,1668,86739,,3.47,1.1,1.11,0,0,1,1,,0,0,-3,-6,-206034,-4.8,0,0,0,0,26,1.6,1366,1.6
37067,1,92212,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 92212 Police protection,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,2,9,985066,0,0,2067,107462,,1.21,0.05,0.05,0,0,1.03,1.03,,0,0,1,12.5,194344,24.6,0,0,0,0,62,3.1,3191,3.1
37067,1,922120,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 922120 Police protection,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,9,985066,0,0,2067,107462,,1.21,0.05,0.05,0,0,1.03,1.03,,0,0,1,12.5,194344,24.6,0,0,0,0,62,3.1,3191,3.1
37067,1,92213,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 92213 Legal counsel and prosecution,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,8,904519,0,0,2244,116712,,3.26,0.3,0.31,0,0,1.07,1.07,,0,0,0,0,28081,3.2,0,0,0,0,46,2.1,2394,2.1
37067,1,922130,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 922130 Legal counsel and prosecution,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,8,904519,0,0,2244,116712,,3.26,0.3,0.31,0,0,1.07,1.07,,0,0,0,0,28081,3.2,0,0,0,0,46,2.1,2394,2.1
37067,1,923,75,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 923 Administration of human resource programs,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,757,58133719,0,0,1477,76786,,0.82,3.19,2.82,0,0,0.89,0.89,,0,0,18,2.4,4869132,9.1,0,0,0,0,90,6.5,4685,6.5
37067,1,9231,76,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 9231 Administration of human resource programs,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,2,757,58133719,0,0,1477,76786,,0.82,3.19,2.82,0,0,0.89,0.89,,0,0,18,2.4,4869132,9.1,0,0,0,0,90,6.5,4685,6.5
37067,1,92313,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 92313 Other human resource programs administration,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,40,2680885,0,0,1297,67444,,0.7,0.45,0.37,0,0,0.84,0.84,,0,0,3,8.1,215298,8.7,0,0,0,0,24,1.9,1254,1.9
37067,1,923130,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 923130 Other human resource programs administration,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,40,2680885,0,0,1297,67444,,0.7,0.45,0.37,0,0,0.84,0.84,,0,0,3,8.1,215298,8.7,0,0,0,0,24,1.9,1254,1.9
37067,1,92314,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 92314 Administration of veterans' affairs,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,717,55452834,0,0,1487,77304,,2.81,11.06,10.85,0,0,0.98,0.98,,0,0,15,2.1,4653834,9.2,0,0,0,0,94,6.7,4889,6.8
37067,1,923140,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 923140 Administration of veterans' affairs,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,717,55452834,0,0,1487,77304,,2.81,11.06,10.85,0,0,0.98,0.98,,0,0,15,2.1,4653834,9.2,0,0,0,0,94,6.7,4889,6.8
37067,1,926,75,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 926 Administration of economic programs,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,47,3639880,0,0,1476,76764,,0.7,0.15,0.14,0,0,0.89,0.89,,0,0,0,0,161579,4.6,0,0,0,0,60,4.2,3149,4.3
37067,1,9261,76,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 9261 Administration of economic programs,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,5,47,3639880,0,0,1476,76764,,0.7,0.15,0.14,0,0,0.89,0.89,,0,0,0,0,161579,4.6,0,0,0,0,60,4.2,3149,4.3
37067,1,92611,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 92611 Administration of general economic programs,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,7,92052,0,0,247,12844,,0.57,0.13,0.02,0,0,0.15,0.15,,0,0,-1,-12.5,10409,12.7,0,0,0,0,38,18.2,1958,18
37067,1,926110,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 926110 Administration of general economic programs,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,7,92052,0,0,247,12844,,0.57,0.13,0.02,0,0,0.15,0.15,,0,0,-1,-12.5,10409,12.7,0,0,0,0,38,18.2,1958,18
37067,1,92614,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 92614 Agricultural market and commodity regulation,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,2,8,422295,0,0,994,51710,,0.64,0.14,0.1,0,0,0.7,0.7,,0,0,-2,-20,-77632,-15.5,0,0,0,0,48,5.1,2537,5.2
37067,1,926140,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 926140 Agricultural market and commodity regulation,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,8,422295,0,0,994,51710,,0.64,0.14,0.1,0,0,0.7,0.7,,0,0,-2,-20,-77632,-15.5,0,0,0,0,48,5.1,2537,5.2
37067,1,92615,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 92615 Licensing and regulating commercial sectors,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,2,32,3125533,0,0,1873,97419,,2.45,0.76,0.64,0,0,0.83,0.83,,0,0,2,6.7,228802,7.9,0,0,0,0,-10,-0.5,-499,-0.5
37067,1,926150,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 926150 Licensing and regulating commercial sectors,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,32,3125533,0,0,1873,97419,,2.45,0.76,0.64,0,0,0.83,0.83,,0,0,2,6.7,228802,7.9,0,0,0,0,-10,-0.5,-499,-0.5
37067,1,928,75,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 928 National security and international affairs,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,22,1626989,0,0,1439,74804,,0.93,0.03,0.03,0,0,0.93,0.93,,0,0,4,22.2,234086,16.8,0,0,0,0,-29,-2,-1519,-2
37067,1,9281,76,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 9281 National security and international affairs,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,2,22,1626989,0,0,1439,74804,,0.93,0.03,0.03,0,0,0.93,0.93,,0,0,4,22.2,234086,16.8,0,0,0,0,-29,-2,-1519,-2
37067,1,92811,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 92811 National security,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,14,649434,0,0,908,47232,,0.54,0.02,0.01,0,0,0.59,0.59,,0,0,3,27.3,106697,19.7,0,0,0,0,-41,-4.3,-2108,-4.3
37067,1,928110,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 928110 National security,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,14,649434,0,0,908,47232,,0.54,0.02,0.01,0,0,0.59,0.59,,0,0,3,27.3,106697,19.7,0,0,0,0,-41,-4.3,-2108,-4.3
37067,1,92812,77,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 92812 International affairs,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,8,977555,0,0,2350,122194,,3.14,0.19,0.24,0,0,1.28,1.28,,0,0,1,14.3,127389,15,0,0,0,0,95,4.2,4930,4.2
37067,1,928120,78,0,2017,A,,"Forsyth County, North Carolina",Federal Government,NAICS 928120 International affairs,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,8,977555,0,0,2350,122194,,3.14,0.19,0.24,0,0,1.28,1.28,,0,0,1,14.3,127389,15,0,0,0,0,95,4.2,4930,4.2
37067,2,10,71,0,2017,A,,"Forsyth County, North Carolina",State Government,"10 Total, all industries","County, Total -- by ownership sector",All establishment sizes,27,3988,171603249,0,0,827,43027,,0.42,0.68,0.53,0,0,0.78,0.78,,0,0,-22,-0.5,-63048,0,0,0,0,0,4,0.5,218,0.5
37067,2,102,72,0,2017,A,,"Forsyth County, North Carolina",State Government,102 Service-providing,"County, by Domain -- by ownership sector",All establishment sizes,27,3988,171603249,0,0,827,43027,,0.43,0.69,0.53,0,0,0.78,0.78,,0,0,-22,-0.5,-63048,0,0,0,0,0,4,0.5,218,0.5
37067,2,1024,73,0,2017,A,N,"Forsyth County, North Carolina",State Government,1024 Professional and business services,"County, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,N,2.12,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,1025,73,0,2017,A,,"Forsyth County, North Carolina",State Government,1025 Education and health services,"County, by Supersector -- by ownership sector",All establishment sizes,8,3071,128764759,0,0,806,41934,,0.59,0.91,0.69,0,0,0.75,0.75,,0,0,-30,-1,-359220,-0.3,0,0,0,0,5,0.6,290,0.7
37067,2,1028,73,0,2017,A,N,"Forsyth County, North Carolina",State Government,1028 Public administration,"County, by Supersector -- by ownership sector",All establishment sizes,17,0,0,0,0,0,0,N,0.37,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,56,74,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 56 Administrative and waste services,"County, NAICS Sector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,N,3.95,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,561,75,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 561 Administrative and support services,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,N,4.02,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,5613,76,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 5613 Employment services,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,N,4.95,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,56131,77,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 56131 Employment placement and executive search,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,N,4.95,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,561311,78,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 561311 Employment placement agencies,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,N,4.95,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,61,74,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 61 Educational services,"County, NAICS Sector -- by ownership sector",All establishment sizes,7,0,0,0,0,0,0,N,0.96,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,611,75,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 611 Educational services,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,0,0,0,0,0,0,N,0.96,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,6112,76,0,2017,A,,"Forsyth County, North Carolina",State Government,NAICS 6112 Junior colleges,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,5,1254,36506761,0,0,560,29110,,6.8,4.23,3.54,0,0,0.84,0.84,,0,0,-76,-5.7,-1292318,-3.4,0,0,0,0,14,2.6,693,2.4
37067,2,61121,77,0,2017,A,,"Forsyth County, North Carolina",State Government,NAICS 61121 Junior colleges,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,5,1254,36506761,0,0,560,29110,,6.8,4.23,3.54,0,0,0.84,0.84,,0,0,-76,-5.7,-1292318,-3.4,0,0,0,0,14,2.6,693,2.4
37067,2,611210,78,0,2017,A,,"Forsyth County, North Carolina",State Government,NAICS 611210 Junior colleges,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,5,1254,36506761,0,0,560,29110,,6.8,4.23,3.54,0,0,0.84,0.84,,0,0,-76,-5.7,-1292318,-3.4,0,0,0,0,14,2.6,693,2.4
37067,2,6113,76,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 6113 Colleges and universities,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.18,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,61131,77,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 61131 Colleges and universities,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.18,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,611310,78,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 611310 Colleges and universities,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.18,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,6116,76,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 6116 Other schools and instruction,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,34.57,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,61161,77,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 61161 Fine arts schools,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,357.24,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,611610,78,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 611610 Fine arts schools,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,357.24,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,62,74,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 62 Health care and social assistance,"County, NAICS Sector -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.16,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,624,75,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 624 Social assistance,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.41,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,6241,76,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 6241 Individual and family services,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.56,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,2,62411,77,0,2017,A,N,"Forsyth County, North Carolina",State Government,NAICS 62411 Child and youth services,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.49,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
