geo_description,label,year,description,estimate,moe,se,cv
United States,HD01_VD17,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",1244536,22430.98,11444.38,0.92
North Carolina,HD01_VD17,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",69544,5722.72,2919.76,4.2
"Durham County, NC",HD01_VD17,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",2849,975.83,497.87,17.48
"Guilford County, NC",HD01_VD17,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",5110,1377.36,702.73,13.75
United States,HD01_VD18,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",210792,9456.85,4824.92,2.29
North Carolina,HD01_VD18,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",12170,2596.26,1324.62,10.88
"Durham County, NC",HD01_VD18,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",667,538.55,274.77,41.19
"Guilford County, NC",HD01_VD18,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1051,595.74,303.95,28.92
United States,HD01_VD19,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",357910,10864,5542.86,1.55
North Carolina,HD01_VD19,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",18352,3237.28,1651.67,9
"Durham County, NC",HD01_VD19,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",942,618.38,315.5,33.49
"Guilford County, NC",HD01_VD19,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1265,694.64,354.41,28.02
United States,HD01_VD20,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",675834,17312.34,8832.83,1.31
North Carolina,HD01_VD20,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",39022,4394.21,2241.94,5.75
"Durham County, NC",HD01_VD20,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",1240,708.94,361.7,29.17
"Guilford County, NC",HD01_VD20,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",2794,1048.51,534.95,19.15
United States,HD01_VD21,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",146627,7431.32,3791.49,2.59
North Carolina,HD01_VD21,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",9702,2200.68,1122.8,11.57
"Durham County, NC",HD01_VD21,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",571,533.79,272.34,47.7
"Guilford County, NC",HD01_VD21,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",511,480.17,244.98,47.94
United States,HD01_VD16,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",1561377,26914.55,13731.91,0.88
North Carolina,HD01_VD16,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",51360,5100.77,2602.43,5.07
"Forsyth County, NC",HD01_VD16,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",1212,646.98,330.09,27.24
"Guilford County, NC",HD01_VD16,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",2247,960.34,489.97,21.81
United States,HD01_VD17,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",1372553,24483.91,12491.79,0.91
North Carolina,HD01_VD17,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",44069,4881.53,2490.58,5.65
"Forsyth County, NC",HD01_VD17,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",979,496.85,253.49,25.89
"Guilford County, NC",HD01_VD17,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",1705,816.17,416.41,24.42
United States,HD01_VD18,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",319986,10224.17,5216.41,1.63
North Carolina,HD01_VD18,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",8072,1822.98,930.09,11.52
"Forsyth County, NC",HD01_VD18,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",60,119.15,60.79,101.32
"Guilford County, NC",HD01_VD18,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",223,215.66,110.03,49.34
United States,HD01_VD19,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",312541,10916.43,5569.61,1.78
North Carolina,HD01_VD19,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",10734,2565.28,1308.82,12.19
"Forsyth County, NC",HD01_VD19,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",395,482.55,246.2,62.33
"Guilford County, NC",HD01_VD19,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",163,194.21,99.09,60.79
United States,HD01_VD20,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",740026,16885.79,8615.2,1.16
North Carolina,HD01_VD20,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",25263,3780.6,1928.88,7.64
"Forsyth County, NC",HD01_VD20,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",524,327.66,167.17,31.9
"Guilford County, NC",HD01_VD20,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",1319,785.19,400.61,30.37
United States,HD01_VD21,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",188824,8746.72,4462.61,2.36
North Carolina,HD01_VD21,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",7291,1781.28,908.82,12.46
"Forsyth County, NC",HD01_VD21,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",233,405.11,206.69,88.71
"Guilford County, NC",HD01_VD21,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",542,456.34,232.83,42.96
United States,HD01_VD16,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",853543,17604.26,8981.77,1.05
North Carolina,HD01_VD16,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",9033,2122.04,1082.67,11.99
United States,HD01_VD17,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",780622,17354.04,8854.1,1.13
North Carolina,HD01_VD17,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",9033,2122.04,1082.67,11.99
United States,HD01_VD18,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",140652,7375.32,3762.92,2.68
North Carolina,HD01_VD18,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1663,782.81,399.39,24.02
United States,HD01_VD19,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",248216,10668.6,5443.16,2.19
North Carolina,HD01_VD19,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",3018,1197.45,610.94,20.24
United States,HD01_VD20,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",391754,13056.34,6661.4,1.7
North Carolina,HD01_VD20,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",4352,1347.57,687.54,15.8
United States,HD01_VD21,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",72921,4844.6,2471.73,3.39
North Carolina,HD01_VD21,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",0,334.81,170.82,Inf
United States,HD01_VD16,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",3961294,33941.96,17317.33,0.44
North Carolina,HD01_VD16,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",142996,7471.83,3812.16,2.67
"Durham County, NC",HD01_VD16,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",4333,1355.91,691.79,15.97
"Forsyth County, NC",HD01_VD16,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",5710,1423.83,726.44,12.72
"Guilford County, NC",HD01_VD16,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",7944,1732.43,883.89,11.13
United States,HD01_VD17,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",3526273,33404.6,17043.16,0.48
North Carolina,HD01_VD17,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",128262,7246.64,3697.27,2.88
"Durham County, NC",HD01_VD17,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",4109,1370.21,699.09,17.01
"Forsyth County, NC",HD01_VD17,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",5247,1456,742.86,14.16
"Guilford County, NC",HD01_VD17,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",7176,1693.11,863.83,12.04
United States,HD01_VD18,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",714358,17066.89,8707.6,1.22
North Carolina,HD01_VD18,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",29805,3773.45,1925.23,6.46
"Durham County, NC",HD01_VD18,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",830,670.81,342.25,41.23
"Forsyth County, NC",HD01_VD18,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",813,593.36,302.73,37.24
"Guilford County, NC",HD01_VD18,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1392,795.91,406.08,29.17
United States,HD01_VD19,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",966263,22096.17,11273.56,1.17
North Carolina,HD01_VD19,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",31633,3441.02,1755.62,5.55
"Durham County, NC",HD01_VD19,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1216,742.3,378.72,31.14
"Forsyth County, NC",HD01_VD19,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1510,794.72,405.47,26.85
"Guilford County, NC",HD01_VD19,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1307,607.66,310.03,23.72
United States,HD01_VD20,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",1845652,23026.72,11748.33,0.64
North Carolina,HD01_VD20,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",66824,5748.94,2933.13,4.39
"Durham County, NC",HD01_VD20,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",2063,1037.79,529.48,25.67
"Forsyth County, NC",HD01_VD20,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",2924,1064,542.86,18.57
"Guilford County, NC",HD01_VD20,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",4477,1461.96,745.9,16.66
United States,HD01_VD21,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",435021,13129.02,6698.48,1.54
North Carolina,HD01_VD21,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",14734,1906.38,972.64,6.6
"Durham County, NC",HD01_VD21,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",224,224,114.29,51.02
"Forsyth County, NC",HD01_VD21,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",463,469.45,239.52,51.73
"Guilford County, NC",HD01_VD21,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",768,561.19,286.32,37.28
United States,HD01_VD16,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",1384094,20281.53,10347.72,0.75
North Carolina,HD01_VD16,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",75240,5261.62,2684.5,3.57
"Durham County, NC",HD01_VD16,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",3138,1147.4,585.41,18.66
"Forsyth County, NC",HD01_VD16,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",3574,1117.62,570.21,15.95
"Guilford County, NC",HD01_VD16,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",5077,1282.04,654.1,12.88
United States,HD01_VD17,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",1228507,20914.21,10670.52,0.87
North Carolina,HD01_VD17,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",68485,4786.21,2441.94,3.57
"Durham County, NC",HD01_VD17,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",2956,1184.34,604.26,20.44
"Forsyth County, NC",HD01_VD17,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",3329,1139.06,581.15,17.46
"Guilford County, NC",HD01_VD17,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",4751,1282.04,654.1,13.77
United States,HD01_VD18,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",221872,10614.98,5415.81,2.44
North Carolina,HD01_VD18,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",14971,2754.72,1405.47,9.39
"Durham County, NC",HD01_VD18,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",647,632.68,322.8,49.89
"Forsyth County, NC",HD01_VD18,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",608,523.06,266.87,43.89
"Guilford County, NC",HD01_VD18,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",708,455.15,232.22,32.8
United States,HD01_VD19,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",365261,11999.49,6122.19,1.68
North Carolina,HD01_VD19,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",18375,2550.98,1301.52,7.08
"Durham County, NC",HD01_VD19,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",853,646.98,330.09,38.7
"Forsyth County, NC",HD01_VD19,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1090,670.81,342.25,31.4
"Guilford County, NC",HD01_VD19,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1056,587.4,299.69,28.38
United States,HD01_VD20,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",641374,16151.83,8240.73,1.28
North Carolina,HD01_VD20,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",35139,3701.96,1888.76,5.38
"Durham County, NC",HD01_VD20,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",1456,861.45,439.52,30.19
"Forsyth County, NC",HD01_VD20,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",1631,811.4,413.98,25.38
"Guilford County, NC",HD01_VD20,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",2987,1166.47,595.14,19.92
United States,HD01_VD21,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",155587,7122.72,3634.04,2.34
North Carolina,HD01_VD21,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",6755,1510.81,770.82,11.41
"Durham County, NC",HD01_VD21,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",182,209.7,106.99,58.79
"Forsyth County, NC",HD01_VD21,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",245,238.3,121.58,49.62
"Guilford County, NC",HD01_VD21,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",326,269.28,137.39,42.14
United States,HD01_VD16,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",1540023,21705.36,11074.16,0.72
North Carolina,HD01_VD16,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",52741,5254.47,2680.85,5.08
"Forsyth County, NC",HD01_VD16,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",1188,741.11,378.12,31.83
"Guilford County, NC",HD01_VD16,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",1646,770.89,393.31,23.89
United States,HD01_VD17,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",1351426,19524.94,9961.7,0.74
North Carolina,HD01_VD17,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",45885,5076.94,2590.28,5.65
"Forsyth County, NC",HD01_VD17,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",970,623.15,317.93,32.78
"Guilford County, NC",HD01_VD17,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",1426,729.19,372.04,26.09
United States,HD01_VD18,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",327128,11167.83,5697.87,1.74
North Carolina,HD01_VD18,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",11507,2485.45,1268.09,11.02
"Forsyth County, NC",HD01_VD18,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",205,259.74,132.52,64.64
"Guilford County, NC",HD01_VD18,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",537,561.19,286.32,53.32
