county,year,family_structure,children,race,family_count,total_count,percentage,se_family_count,se_percentage,moe_family_count,moe_percentage,cv_family_count,cv_percentage
Forsyth,2006,Married-couple,With related children under 18,Total,26937,86803,0.3103233759201871,1592.875340382919,0.01686481482049876,3122.035667150521,0.03305503704817757,5.91,5.43
Forsyth,2006,Married-couple,No related children under 18,Total,34337,86803,0.39557388569519486,1590.141974793446,0.015294119279401362,3116.678270595154,0.02997647378762667,4.63,3.87
Forsyth,2006,Male householder,With related children under 18,Total,2955,86803,0.03404260221420918,621.1474865118589,0.007136056702346642,1217.4490735632435,0.013986671136599418,21.02,20.96
Forsyth,2006,Male householder,No related children under 18,Total,1930,86803,0.02223425457645473,497.8644393808419,0.005598708878863455,975.81430118645,0.010973469402572373,25.8,25.18
Forsyth,2006,Female householder,With related children under 18,Total,15029,86803,0.1731391772173773,1283.1759427296008,0.014189036756918787,2515.0248477500177,0.02781051204356082,8.54,8.2
Forsyth,2006,Female householder,No related children under 18,Total,5615,86803,0.06468670437657685,629.9023336994395,0.00732111212872372,1234.6085740509013,0.014349379772298491,11.22,11.32
Forsyth,2007,Married-couple,With related children under 18,Total,27876,87060,0.32019297036526534,1529.2027661497348,0.016572167620717834,2997.23742165348,0.032481448536606956,5.49,5.18
Forsyth,2007,Married-couple,No related children under 18,Total,35912,87060,0.41249712841718356,1574.8988697691036,0.016987298041676556,3086.801784747443,0.03329510416168605,4.39,4.12
Forsyth,2007,Male householder,With related children under 18,Total,2284,87060,0.026234780611072823,725.1159907214845,0.008276639833088514,1421.2273418141096,0.016222214072853486,31.75,31.55
Forsyth,2007,Male householder,No related children under 18,Total,2209,87060,0.025373305766138294,664.7306973504383,0.007551629985246128,1302.872166806859,0.014801194771082412,30.09,29.76
Forsyth,2007,Female householder,With related children under 18,Total,13005,87060,0.14937973811164715,1241.029794162896,0.013621567432890681,2432.418396559276,0.026698272168465733,9.54,9.12
Forsyth,2007,Female householder,No related children under 18,Total,5774,87060,0.06632207672869285,826.7297926166686,0.009434657256298808,1620.3903935286705,0.018491928222345664,14.32,14.23
Forsyth,2008,Married-couple,With related children under 18,Total,28064,86840,0.3231690465223399,1527.1282853774926,0.01656415483021255,2993.1714393398856,0.0324657434672166,5.44,5.13
Forsyth,2008,Married-couple,No related children under 18,Total,36709,86840,0.4227199447259328,1629.826309764326,0.014685347527528453,3194.459567138079,0.028783281153955766,4.44,3.47
Forsyth,2008,Male householder,With related children under 18,Total,2737,86840,0.031517733763242746,685.1999708114413,0.007684388288686622,1342.991942790425,0.01506140104582578,25.03,24.38
Forsyth,2008,Male householder,No related children under 18,Total,2346,86840,0.02701520036849378,606.5886167741693,0.006850970724046306,1188.9136888773717,0.013427902619130759,25.86,25.36
Forsyth,2008,Female householder,With related children under 18,Total,12027,86840,0.13849608475356978,1290.854794312668,0.01407078035888145,2530.0753968528293,0.02757872950340764,10.73,10.16
Forsyth,2008,Female householder,No related children under 18,Total,4957,86840,0.057081989866421004,734.0794234958503,0.008692198224201284,1438.7956700518664,0.017036708519434517,14.81,15.23
Forsyth,2009,Married-couple,With related children under 18,Total,29791,92319,0.3226963030362114,1543.689168841966,0.016131030778206566,3025.630770930253,0.03161682032528487,5.18,5
Forsyth,2009,Married-couple,No related children under 18,Total,36672,92319,0.39723133916095277,1455.3580315509994,0.013967673769095978,2852.501741839959,0.027376640587428117,3.97,3.52
Forsyth,2009,Male householder,With related children under 18,Total,3516,92319,0.03808533454651805,712.2126789098886,0.007623798938672606,1395.9368506633816,0.014942645919798308,20.26,20.02
Forsyth,2009,Male householder,No related children under 18,Total,2213,92319,0.023971230190968272,541.6931326867639,0.0058071137897508715,1061.7185400660571,0.011381943027911708,24.48,24.23
Forsyth,2009,Female householder,With related children under 18,Total,15485,92319,0.16773361929830263,1366.404405730602,0.014052139597377954,2678.15263523198,0.02754219361086079,8.82,8.38
Forsyth,2009,Female householder,No related children under 18,Total,4642,92319,0.05028217376704687,716.1352176788962,0.007435454281616383,1403.6250266506365,0.01457349039196811,15.43,14.79
Forsyth,2010,Married-couple,With related children under 18,Total,26532,87044,0.3048113597720693,1507.268174546255,0.01678996652552642,2954.24562211066,0.03290833439003178,5.68,5.51
Forsyth,2010,Married-couple,No related children under 18,Total,34822,87044,0.40005054914755755,1601.0109774764196,0.01589933531446815,3137.981515853782,0.031162697216357574,4.6,3.97
Forsyth,2010,Male householder,With related children under 18,Total,3758,87044,0.04317356739120445,804.5320378953221,0.009069669544044038,1576.8827942748312,0.017776552306326313,21.41,21.01
Forsyth,2010,Male householder,No related children under 18,Total,2293,87044,0.02634299894306328,611.6713987101244,0.0069217609300661455,1198.8759414718438,0.013566651422929645,26.68,26.28
Forsyth,2010,Female householder,With related children under 18,Total,14048,87044,0.16138964202012776,1230.081277802406,0.013547138204906117,2410.9593044927155,0.026552390881615987,8.76,8.39
Forsyth,2010,Female householder,No related children under 18,Total,5591,87044,0.06423188272597767,824.6816355418617,0.00960307670232062,1616.376005662049,0.018822030336548414,14.75,14.95
Forsyth,2011,Married-couple,With related children under 18,Total,24434,87139,0.2804025751959513,1439.7832128483788,0.014862743454476678,2821.975097182822,0.02913097717077429,5.89,5.3
Forsyth,2011,Married-couple,No related children under 18,Total,38426,87139,0.4409736168650088,1582.3956047714491,0.015496184074439258,3101.49538535204,0.030372520785900945,4.12,3.51
Forsyth,2011,Male householder,With related children under 18,Total,2574,87139,0.02953901238251529,582.58767580511,0.006801500321698022,1141.8718445780157,0.013330940630528122,22.63,23.03
Forsyth,2011,Male householder,No related children under 18,Total,3002,87139,0.03445070519514798,683.3492518471064,0.007750324304291644,1339.3645336203285,0.015190635636411622,22.76,22.5
Forsyth,2011,Female householder,With related children under 18,Total,13041,87139,0.14965744385407223,1268.6747810215195,0.013373861224194542,2486.602570802178,0.0262127679994213,9.73,8.94
Forsyth,2011,Female householder,No related children under 18,Total,5662,87139,0.06497664650730442,851.2540748801148,0.009614757362601728,1668.457986765025,0.018844924430699385,15.03,14.8
Forsyth,2012,Married-couple,With related children under 18,Total,24924,89793,0.2775717483545488,1473.2703078525678,0.015848620909793245,2887.609803391033,0.03106329698319476,5.91,5.71
Forsyth,2012,Married-couple,No related children under 18,Total,36590,89793,0.407492788970187,1294.6050169839448,0.013340562882313601,2537.4258332885315,0.026147503249334656,3.54,3.27
Forsyth,2012,Male householder,With related children under 18,Total,4129,89793,0.04598353991959284,864.1525328320228,0.009330345145672613,1693.7389643507645,0.01828747648551832,20.93,20.29
Forsyth,2012,Male householder,No related children under 18,Total,2631,89793,0.029300725000835255,657.1092755394646,0.007106732136141632,1287.9341800573507,0.013929194986837598,24.98,24.25
Forsyth,2012,Female householder,With related children under 18,Total,14969,89793,0.16670564520619646,1247.9512009690122,0.013260283966031572,2445.984353899264,0.02599015657342188,8.34,7.95
Forsyth,2012,Female householder,No related children under 18,Total,6550,89793,0.07294555254863964,870.3664170911009,0.009399604112564141,1705.9181774985577,0.018423224060625715,13.29,12.89
Forsyth,2013,Married-couple,With related children under 18,Total,25573,90297,0.2832098519330653,1395.1017167217594,0.014101972075718235,2734.3993647746483,0.02763986526840774,5.46,4.98
Forsyth,2013,Married-couple,No related children under 18,Total,37389,90297,0.4140669125220107,1368.0606346211414,0.01480127499277027,2681.398843857437,0.02901049898582973,3.66,3.57
Forsyth,2013,Male householder,With related children under 18,Total,2694,90297,0.029834878235157312,534.5400359187327,0.005910500576504655,1047.698470400716,0.011584581129949123,19.84,19.81
Forsyth,2013,Male householder,No related children under 18,Total,3523,90297,0.03901569265867083,839.0644492528569,0.009222946782836965,1644.5663205355995,0.01807697569436045,23.82,23.64
Forsyth,2013,Female householder,With related children under 18,Total,14708,90297,0.16288470270330133,1341.1361414860164,0.013975018981349362,2628.626837312592,0.027391037203444747,9.12,8.58
Forsyth,2013,Female householder,No related children under 18,Total,6410,90297,0.0709879619477945,901.1943464092526,0.00980812399021174,1766.340918962135,0.01922392302081501,14.06,13.82
Forsyth,2014,Married-couple,With related children under 18,Total,28511,89981,0.316855780664807,1513.8389445380246,0.015912421017461126,2967.124331294528,0.031188345194223806,5.31,5.02
Forsyth,2014,Married-couple,No related children under 18,Total,34863,89981,0.38744846134183886,1341.9588108433136,0.013173704286849058,2630.2392692528947,0.025820460402224153,3.85,3.4
Forsyth,2014,Male householder,With related children under 18,Total,4634,89981,0.051499761060668364,857.0053092017575,0.009455878934634026,1679.7304060354447,0.01853352271188269,18.49,18.36
Forsyth,2014,Male householder,No related children under 18,Total,1522,89981,0.016914681988419777,337.5293320587116,0.003695109066553631,661.5574908350746,0.007242413770445116,22.18,21.85
Forsyth,2014,Female householder,With related children under 18,Total,13206,89981,0.14676431691134795,1304.2256898251928,0.013194114338810561,2556.282352057378,0.025860464104068698,9.88,8.99
Forsyth,2014,Female householder,No related children under 18,Total,7245,89981,0.08051699803291806,828.0167268841857,0.0091005533019773,1622.912784693004,0.017837084471875507,11.43,11.3
Forsyth,2015,Married-couple,With related children under 18,Total,26795,89272,0.3001501030558294,1507.2172039888612,0.01634811526598197,2954.145719818168,0.032042305921324656,5.62,5.45
Forsyth,2015,Married-couple,No related children under 18,Total,38877,89272,0.4354892911551214,1561.1723159215962,0.015137080251494966,3059.8977392063284,0.029668677292930132,4.02,3.48
Forsyth,2015,Male householder,With related children under 18,Total,3818,89272,0.04276816919078771,781.7258790650338,0.00871160778869157,1532.1827229674664,0.017074751265835478,20.47,20.37
Forsyth,2015,Male householder,No related children under 18,Total,2213,89272,0.024789407653015502,572.7221403088936,0.006445305234310342,1122.5353950054314,0.012632798259248271,25.88,26
Forsyth,2015,Female householder,With related children under 18,Total,11318,89272,0.1267810735729008,1109.920289930768,0.011693955850861968,2175.443768264305,0.02292015346768946,9.81,9.22
Forsyth,2015,Female householder,No related children under 18,Total,6251,89272,0.0700219553723452,838.6936270176375,0.0087971614717093,1643.8395089545695,0.017242436484550226,13.42,12.56
Forsyth,2016,Married-couple,With related children under 18,Total,27871,94126,0.2961030958502433,1561.3560772610456,0.01694260740993985,3060.257911431649,0.03320751052348211,5.6,5.72
Forsyth,2016,Married-couple,No related children under 18,Total,37445,94126,0.39781781866859317,1767.5152757472847,0.01581837105158488,3464.3299404646777,0.031004007261106366,4.72,3.98
Forsyth,2016,Male householder,With related children under 18,Total,3628,94126,0.03854407921296985,747.094773104457,0.0077927429997424955,1464.3057552847356,0.01527377627949529,20.59,20.22
Forsyth,2016,Male householder,No related children under 18,Total,3349,94126,0.035579967277904086,664.1835213252433,0.007024914416054663,1301.799701797477,0.013768832255467139,19.83,19.74
Forsyth,2016,Female householder,With related children under 18,Total,14040,94126,0.14916176189363195,1377.860061835018,0.013854381975129587,2700.6057211966354,0.02715458867125399,9.81,9.29
Forsyth,2016,Female householder,No related children under 18,Total,7793,94126,0.08279327709665767,1042.1158284950864,0.010809647790505998,2042.5470238503692,0.021186909669391754,13.37,13.06
Forsyth,2017,Married-couple,With related children under 18,Total,26140,89044,0.29356273303086117,1353.1517283734297,0.014854886978473715,2652.1773876119223,0.02911557847780848,5.18,5.06
Forsyth,2017,Married-couple,No related children under 18,Total,37853,89044,0.4251044427474058,1604.5867224927422,0.01420846645150741,3144.9899760857747,0.027848594244954526,4.24,3.34
Forsyth,2017,Male householder,With related children under 18,Total,4902,89044,0.05505143524549661,891.0946077718123,0.009978660960288597,1746.5454312327522,0.01955817548216565,18.18,18.13
Forsyth,2017,Male householder,No related children under 18,Total,1332,89044,0.0149588967252145,364.19143317766276,0.004147580659803994,713.815209028219,0.008129258093215828,27.34,27.73
Forsyth,2017,Female householder,With related children under 18,Total,12600,89044,0.14150307713040744,1535.5973104951702,0.016084727554214747,3009.7707285705337,0.03152606600626091,12.19,11.37
Forsyth,2017,Female householder,No related children under 18,Total,6217,89044,0.06981941512061453,750.181844621689,0.008388219938424,1470.3564154585106,0.01644091107931104,12.07,12.01
Guilford,2006,Married-couple,With related children under 18,Total,38795,120139,0.32291762042301003,1889.9027355924961,0.014342145267912276,3704.2093617612923,0.02811060472510806,4.87,4.44
Guilford,2006,Married-couple,No related children under 18,Total,47044,120139,0.39157975345225116,1799.3531754494447,0.012072099402457976,3526.7322238809115,0.023661314828817632,3.82,3.08
Guilford,2006,Male householder,With related children under 18,Total,4109,120139,0.03420204929290239,828.2583835977756,0.0067825437647459795,1623.38643185164,0.013293785778902119,20.16,19.83
Guilford,2006,Male householder,No related children under 18,Total,3899,120139,0.032454074030914194,679.7081726741263,0.00547916905100967,1332.2280184412875,0.010739171339978953,17.43,16.88
Guilford,2006,Female householder,With related children under 18,Total,18901,120139,0.1573260972706615,1320.481219101582,0.011197946466740884,2588.1431894391008,0.021947975074812134,6.99,7.12
Guilford,2006,Female householder,No related children under 18,Total,7391,120139,0.06152040553026078,897.5005571028912,0.007398731939340415,1759.1010919216667,0.014501514601107213,12.14,12.03
Guilford,2007,Married-couple,With related children under 18,Total,34393,115865,0.2968368359728995,2037.2980513415312,0.0167965851232041,3993.104180629401,0.032921306841480036,5.92,5.66
Guilford,2007,Married-couple,No related children under 18,Total,45480,115865,0.39252578431795626,1826.295772869225,0.014043385741727643,3579.5397148236807,0.02752503605378618,4.02,3.58
Guilford,2007,Male householder,With related children under 18,Total,5480,115865,0.04729642256073879,1008.9828541655205,0.008383073374117115,1977.6063941644202,0.016430823813269546,18.41,17.72
Guilford,2007,Male householder,No related children under 18,Total,3753,115865,0.032391144866870926,645.5546839734028,0.0054853315757154375,1265.2871805878694,0.010751249888402257,17.2,16.93
Guilford,2007,Female householder,With related children under 18,Total,18959,115865,0.16363008673887713,1333.0615139595022,0.011060891857496945,2612.8005673606244,0.02167934804069401,7.03,6.76
Guilford,2007,Female householder,No related children under 18,Total,7800,115865,0.0673197255426574,896.4704401150102,0.007790299250576236,1757.08206262542,0.015268986531129422,11.49,11.57
Guilford,2008,Married-couple,With related children under 18,Total,40970,117591,0.3484110178500055,2030.027179621002,0.015131490164361432,3978.853272057164,0.029657720722148406,4.95,4.34
Guilford,2008,Married-couple,No related children under 18,Total,44515,117591,0.37855788283116903,1820.3622441700993,0.013597314723010364,3567.9099985733947,0.026650736857100312,4.09,3.59
Guilford,2008,Male householder,With related children under 18,Total,4950,117591,0.0420950582952777,988.7875403745741,0.008385684224961616,1938.0235791341652,0.016435941080924766,19.98,19.92
Guilford,2008,Male householder,No related children under 18,Total,3406,117591,0.028964801728023404,642.3633317679333,0.005385135426315686,1259.0321302651494,0.010554865435578745,18.86,18.59
Guilford,2008,Female householder,With related children under 18,Total,15884,117591,0.13507836484084668,1137.526702983275,0.00909930391098198,2229.552337847219,0.017834635665524682,7.16,6.74
Guilford,2008,Female householder,No related children under 18,Total,7866,117591,0.06689287445467765,834.6795792398422,0.007071004078315569,1635.9719753100906,0.013859167993498515,10.61,10.57
Guilford,2009,Married-couple,With related children under 18,Total,36817,119443,0.3082390763795283,1659.9637797253288,0.013249429249326941,3253.5290082616443,0.025968881328680804,4.51,4.3
Guilford,2009,Married-couple,No related children under 18,Total,44269,119443,0.37062866806761385,1712.5855599064241,0.011658618721782546,3356.667697416591,0.02285089269469379,3.87,3.15
Guilford,2009,Male householder,With related children under 18,Total,6351,119443,0.05317180579858175,971.9690581494866,0.007899715033315857,1905.0593539729937,0.01548344146529908,15.3,14.86
Guilford,2009,Male householder,No related children under 18,Total,3582,119443,0.02998919986939377,679.2243738264992,0.005637957326092745,1331.2797726999386,0.01105039635914178,18.96,18.8
Guilford,2009,Female householder,With related children under 18,Total,20127,119443,0.16850715404000235,1509.3433837268444,0.011118046629752864,2958.313032104615,0.021791371394315612,7.5,6.6
Guilford,2009,Female householder,No related children under 18,Total,8297,119443,0.06946409584487999,775.2025541753587,0.0061954622343834654,1519.397006183703,0.012143105979391592,9.34,8.92
Guilford,2010,Married-couple,With related children under 18,Total,34251,119394,0.2868737122468466,1413.0622951589926,0.011297700762581296,2769.6020985116256,0.022143493494659338,4.13,3.94
Guilford,2010,Married-couple,No related children under 18,Total,47546,119394,0.39822771663567685,1553.6712811917455,0.011357484231809057,3045.195711135821,0.022260669094345754,3.27,2.85
