GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
0500000US37045,37045,"Cleveland County, North Carolina",97820,1377,16090,3103,6712,1907,734,408,374,400,551,368,457,390,381,317,207,288,1051,772,556,349,716,421,666,504,581,368,249,183,189,169,9378,1930,1111,718,180,189,1485,644,107,137,0,287,0,287,1171,738,1527,651,1243,542,805,450,681,390,213,196,855,470,81730,3501,40768,1957,2447,744,216,222,3442,683,1930,746,1033,499,751,276,3644,757,4448,527,5621,605,6328,506,5237,368,3471,400,2200,304,40962,2123,1553,384,175,256,3435,706,923,540,753,383,1268,412,2812,813,4299,708,5850,655,6474,671,5960,379,4078,303,3382,500
0500000US37049,37049,"Craven County, North Carolina",93475,2585,15222,2583,6695,1548,987,395,339,295,878,373,566,367,352,326,330,249,709,673,665,354,733,444,477,300,536,411,0,287,123,151,8527,1663,995,472,76,132,988,406,336,223,110,119,341,438,1183,533,1325,501,818,422,865,492,375,397,591,310,524,338,78253,3583,37188,2661,2958,373,432,276,2535,739,883,421,190,179,884,360,4268,1568,3494,768,4221,596,5758,246,5042,434,3928,212,2595,272,41065,1857,2787,605,340,234,2634,629,1437,509,671,377,578,344,3946,559,4501,584,5003,528,5613,661,6034,402,4191,317,3330,542
0500000US37051,37051,"Cumberland County, North Carolina",297860,6440,48830,6046,19750,3136,2720,883,1292,689,2958,1355,1250,1016,818,487,480,334,3997,1450,1693,746,1109,590,1398,633,1354,590,361,220,320,262,29080,3960,3255,1105,549,372,3992,1268,1106,674,174,151,466,329,4405,1270,6101,1312,3259,966,1970,701,2057,725,532,319,1214,502,249030,7601,120196,5756,10837,987,1858,770,10271,1490,4433,1147,2150,667,2616,687,16056,3448,15906,1971,16579,897,16311,742,12196,662,7029,351,3954,553,128834,3655,9880,1115,1774,747,9599,1544,3802,1066,2275,596,3388,629,12418,1276,20004,1589,18015,1096,18168,755,13471,859,9619,497,6421,478
0500000US37057,37057,"Davidson County, North Carolina",156328,1513,22589,3819,9097,1926,1698,657,435,387,1277,800,324,196,77,134,139,169,772,435,1735,820,454,304,886,599,838,355,289,382,173,129,13492,2369,1695,575,807,725,1288,939,227,199,191,341,517,546,1581,614,1708,778,818,438,1439,782,1565,576,842,438,814,397,133739,4018,67159,2005,3072,591,739,402,4611,1017,3753,886,849,431,1961,473,5032,491,7100,894,10988,745,12095,891,8450,581,5051,505,3458,412,66580,2534,2868,721,1122,559,4882,1036,2154,779,1400,665,1340,562,4871,731,7007,804,10792,632,11495,887,8705,592,5602,477,4342,676
0500000US37063,37063,"Durham County, North Carolina",252844,7483,42861,5763,19734,3380,3515,985,597,493,2408,1079,746,495,149,185,676,357,3377,1294,3350,1213,1930,739,1423,621,875,337,315,252,373,265,23127,3000,2698,969,440,405,1794,764,1062,607,123,142,621,473,3928,1135,5083,972,1997,651,1975,644,1740,726,754,477,912,341,209983,8086,99473,5176,7041,995,2127,860,6645,1193,3435,896,1074,592,2393,614,7544,2128,20468,1955,15538,1025,13325,699,10659,495,5441,440,3783,438,110510,3621,7772,990,2399,858,6818,1340,3295,907,1329,493,2349,583,6268,1393,20739,1357,17767,878,16085,828,13141,635,6663,513,5885,1058
0500000US37067,37067,"Forsyth County, North Carolina",349959,2705,57989,6785,26391,3392,4800,1062,659,504,2927,1133,1412,734,621,496,545,433,4219,1297,2982,1054,2408,649,3199,847,1950,687,147,194,522,373,31598,4035,4138,1097,176,211,3379,821,1280,545,789,476,790,504,4421,1243,5210,1236,3706,897,3736,1080,1844,701,785,363,1344,580,291970,7115,141763,3595,8729,1245,1700,654,11712,1452,6173,1120,1298,521,4132,774,10005,1629,19129,1085,21374,704,21966,895,17365,854,10602,430,7578,355,150207,4362,8317,1060,1684,520,10685,1425,5717,995,2440,655,3395,831,10590,1451,17761,1317,21947,948,23317,1048,20102,788,12147,428,12105,844
0500000US37071,37071,"Gaston County, North Carolina",205987,1302,31474,4928,12236,2296,1840,641,236,368,1456,668,466,332,65,110,617,488,1288,620,1874,681,1496,749,1204,588,865,462,585,360,244,206,19238,3297,2043,681,304,299,1659,871,830,520,119,136,506,330,2470,855,2994,830,2138,836,2675,831,1590,629,840,396,1070,506,174513,5493,85580,2578,4840,688,1126,458,6913,1085,2873,884,965,410,2821,613,7223,655,11174,1058,12847,695,13585,764,11151,535,6141,434,3921,334,88933,3626,5332,664,452,312,6584,1232,3721,1029,860,489,2757,737,5925,803,10571,761,13708,1076,13571,792,11570,547,7905,478,5977,713
0500000US37081,37081,"Guilford County, North Carolina",467759,3057,81591,11268,38357,6529,4696,1202,672,366,4314,1170,1362,546,408,286,1294,659,6517,1861,5744,1700,4766,1263,4262,2423,2950,1672,671,314,701,387,43234,5991,4402,1064,751,511,4223,1108,1220,519,441,364,1649,633,8202,1675,5789,1476,5232,1278,4525,1819,2526,742,2348,790,1926,713,386168,11189,187198,6587,11898,1308,2207,831,15097,1620,8118,1318,2585,739,5358,949,15900,1972,25892,1749,27936,1375,28089,2674,21197,1722,13497,537,9424,613,198970,5922,11455,1056,2104,692,14381,1600,7598,1410,1564,448,5438,648,13659,1614,27988,1446,29644,1220,30609,1454,25441,902,14697,861,14392,1106
0500000US37085,37085,"Harnett County, North Carolina",106603,8444,18842,4104,7730,1825,1537,690,177,150,843,375,574,442,223,258,111,144,786,536,1108,601,794,452,777,474,626,358,61,55,113,104,11112,2651,980,487,15,26,1700,661,161,134,373,412,100,148,929,1565,2029,713,1507,633,1060,485,748,336,544,315,966,347,87761,6965,44031,2592,2875,643,613,295,4864,800,1852,562,671,365,1753,477,4498,1108,6253,869,7328,603,4464,1678,4700,430,2880,141,1280,165,43730,4962,3063,643,314,215,3655,768,2217,586,203,144,1275,659,1794,4016,7232,692,7464,738,6894,529,5176,472,2748,352,1695,406
0500000US37089,37089,"Henderson County, North Carolina",99544,3979,11695,3383,5224,2034,681,566,211,323,756,484,616,415,90,102,437,267,468,440,754,716,368,272,420,267,186,182,166,157,71,114,6471,1673,711,408,0,287,570,371,200,247,81,131,0,287,1086,540,1338,857,560,471,406,338,498,287,595,441,426,421,87849,5669,43984,2687,2506,537,610,464,3273,1012,1527,712,538,426,825,455,2873,300,4958,769,5476,528,6369,598,6378,318,4715,528,3936,854,43865,3378,1892,456,769,455,2377,713,1925,588,495,348,831,351,2618,657,3612,579,5954,747,7108,699,7025,478,5692,632,3567,2211
0500000US37097,37097,"Iredell County, North Carolina",155997,996,21923,3724,8527,1915,1033,620,325,435,1514,681,336,463,56,106,409,342,1652,720,834,421,519,384,837,499,606,333,216,221,190,179,13396,2346,904,504,152,171,1436,666,1126,574,65,107,688,597,1484,533,2032,806,2300,840,1139,562,946,584,356,233,768,339,134074,3709,68764,2051,4693,652,760,502,6092,1086,3117,792,669,421,2783,456,4706,831,7869,419,10723,478,11698,689,7960,445,5008,341,2686,360,65310,2280,3335,546,531,280,4226,837,2801,615,736,422,1904,510,4392,510,6938,845,10239,818,11877,795,7906,595,5961,368,4464,405
0500000US37101,37101,"Johnston County, North Carolina",167000,1069,31340,4818,15258,2720,2010,589,118,92,2229,851,1433,637,113,188,840,670,1075,556,2199,795,2837,982,1027,719,971,484,180,188,226,133,16082,2894,1452,546,793,409,2093,732,770,482,96,127,600,320,1737,632,2099,592,2578,1151,1279,583,1253,668,744,349,588,269,135660,4766,68237,2734,4923,631,936,512,6066,1064,3039,659,918,493,2151,459,5590,489,9105,859,11832,702,10292,651,7338,548,4063,277,1984,289,67423,2890,5061,581,786,378,5546,947,2652,755,434,293,2336,350,3940,605,8946,692,12194,1155,10373,587,8217,669,4351,529,2587,718
0500000US37109,37109,"Lincoln County, North Carolina",73037,4011,12117,2718,5584,1710,909,580,80,138,923,673,228,228,0,287,0,287,603,387,978,754,360,323,721,505,387,363,126,145,269,284,6533,1656,628,506,0,287,524,409,661,598,131,151,319,353,429,329,829,506,1493,642,783,317,159,181,190,181,387,244,60920,4541,30641,3268,1692,893,565,329,2900,696,957,431,892,381,639,353,2138,218,2743,953,4957,807,4627,1240,4477,382,2738,217,1316,278,30279,2046,1624,737,133,123,1893,492,1624,517,618,463,641,339,2009,536,3351,759,4104,712,5212,412,4645,303,2811,290,1614,507
0500000US37119,37119,"Mecklenburg County, North Carolina",897406,3262,125976,10965,56399,6200,8176,1550,1391,818,7106,1881,3594,992,956,525,2191,914,8057,1583,7498,1694,6418,1509,5599,1256,3047,1021,1539,787,827,374,69577,6435,7799,1896,1389,618,7631,1625,3364,1039,1491,618,1377,508,13424,2191,11187,1829,7989,1515,6808,1413,3573,876,1817,605,1728,540,771430,11350,382949,6504,29315,1568,5751,1277,32973,2833,13829,2007,5877,1043,9325,1190,30378,1973,68351,1879,65216,1626,54825,1295,37298,1085,18612,856,11199,564,388481,6638,28071,2051,5859,1255,30029,2301,13273,1736,4769,967,9418,1036,24073,2158,66831,1822,66723,1458,57312,1435,42166,975,20887,915,19070,950
0500000US37125,37125,"Moore County, North Carolina",85635,1766,11093,2744,4441,1373,990,403,171,277,701,512,0,287,194,207,66,91,414,334,326,350,417,393,520,384,404,320,92,122,146,160,6652,1690,1167,719,49,99,566,386,207,208,0,287,246,258,1144,553,615,430,517,292,1020,399,567,419,174,189,380,292,74542,3079,37426,1464,1523,461,163,158,3350,769,1576,684,991,325,484,308,2472,402,4329,660,4296,577,5362,527,5091,476,4060,233,3729,324,37116,2270,1854,630,318,202,1969,640,1342,476,430,238,844,304,2109,522,3800,714,4613,544,5387,554,5614,443,5110,272,3726,1407
0500000US37127,37127,"Nash County, North Carolina",93092,1525,13283,3168,5703,1573,564,412,244,190,721,406,268,254,121,135,254,271,697,510,74,90,765,561,401,312,781,453,443,465,370,288,7580,2047,605,393,61,78,400,316,575,526,67,94,553,410,1245,552,488,359,515,451,1187,447,773,541,299,230,812,330,79809,3593,38581,2050,2672,500,121,153,3218,833,1897,854,349,258,1427,470,3501,868,4791,939,4946,967,6034,342,4808,456,2645,517,2172,353,41228,2156,2284,419,123,130,4331,905,1015,576,383,287,908,419,2954,606,4577,693,5870,498,6135,504,5480,569,3848,230,3320,586
