GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
0500000US37035,37035,"Catawba County, North Carolina",152178,1926,20425,3708,8618,2029,1356,657,183,188,753,465,1050,442,265,245,449,335,999,730,830,521,1075,524,408,240,789,413,212,178,249,262,11807,2133,898,419,41,72,1794,1057,359,325,387,496,207,264,1188,566,2386,765,1254,608,1028,474,1299,588,423,312,543,346,131753,3825,65216,2163,3573,729,609,339,4402,975,2967,759,1118,388,1546,533,5238,890,7989,1128,9642,858,10919,693,8479,569,5383,282,3351,379,66537,2404,3354,539,602,371,5027,1092,2340,652,1218,367,1639,590,5318,757,7008,1123,9541,757,10730,761,8924,545,5941,294,4895,674
0500000US37045,37045,"Cleveland County, North Carolina",96217,1302,19948,3314,8426,1747,1168,502,279,315,1088,388,874,509,254,275,60,108,838,612,963,500,1016,445,706,388,864,423,189,176,127,143,11522,1988,1243,498,304,274,1328,614,758,481,61,104,227,192,1285,524,1621,596,1551,641,1427,553,471,309,267,228,979,448,76269,3465,36797,2014,1505,689,281,202,2353,657,1474,630,646,398,795,336,2816,865,4654,793,4823,553,6142,409,5458,457,3544,263,2306,277,39472,2032,1963,719,327,342,2571,815,1520,592,275,227,1186,320,2910,706,3916,703,5025,652,5952,547,6454,330,4403,262,2970,460
0500000US37049,37049,"Craven County, North Carolina",98668,2182,17671,3119,6812,1427,770,386,0,289,738,440,433,262,270,265,191,264,605,438,925,662,868,530,665,462,1000,488,84,131,263,361,10859,2281,975,476,408,249,834,599,483,515,228,331,524,311,743,469,1414,647,856,406,1409,748,1264,571,530,445,1191,387,80997,3878,40227,2311,3315,650,805,532,2605,807,927,467,374,306,921,443,4171,1051,5766,832,4770,881,5142,719,4877,525,4062,470,2492,457,40770,2291,2459,554,491,526,3422,860,413,318,579,311,1078,431,4510,654,4969,728,4732,751,5535,581,5381,653,4123,280,3078,660
0500000US37051,37051,"Cumberland County, North Carolina",302323,7645,54522,5574,22212,3192,3976,967,523,408,2920,901,1905,742,523,382,553,302,2113,1351,3560,1084,2344,828,1706,691,1144,621,285,248,660,514,32310,3719,3671,947,522,358,3799,1133,1523,855,216,166,1216,578,3928,1236,5739,1345,4294,827,3476,972,1464,555,1384,558,1078,444,247801,8785,118582,6423,9248,1130,1322,593,10980,1327,5152,1075,2660,653,2900,735,10397,3878,18566,1806,15778,975,17460,801,13148,760,7113,288,3858,567,129219,4554,9470,1036,1409,563,9185,1386,5582,1358,1389,587,3576,658,12563,2209,19617,1323,17010,1053,18893,1050,14912,728,9104,640,6509,631
0500000US37057,37057,"Davidson County, North Carolina",160571,1050,28053,3997,13344,2316,1531,714,382,310,2455,924,593,576,238,207,618,479,615,486,1637,851,2076,804,1634,726,639,539,762,491,164,201,14709,2288,1777,811,456,384,1180,408,713,499,138,206,557,479,1238,510,2152,820,1754,670,1789,770,1250,516,706,488,999,525,132518,4161,66283,2552,3431,687,985,607,4792,1082,2774,1122,711,289,1854,538,5424,540,7465,753,9352,997,11077,878,9320,698,5873,467,3225,208,66235,2374,3227,663,735,454,5255,852,1652,662,845,409,1408,422,4558,611,6888,712,10285,934,11294,843,10011,817,6119,509,3958,743
0500000US37063,37063,"Durham County, North Carolina",255248,3128,47993,5574,22034,3640,2506,1024,336,340,2751,833,918,527,354,314,281,247,4355,1253,4171,1283,2630,1180,1666,699,1471,753,171,157,424,438,25959,3094,2945,722,138,224,2552,828,401,407,264,256,1026,643,6416,1482,5223,1064,3148,1144,1900,552,937,373,553,450,456,412,207255,5813,99067,3515,7632,971,1539,699,6427,1134,3734,861,699,523,3480,730,7659,1285,18878,1365,15712,1298,13350,994,10839,810,6141,699,2977,537,108188,3608,6412,818,1901,778,7848,1147,2505,754,1247,613,1331,497,6534,1644,20437,1103,15951,1042,15999,755,14805,425,7109,494,6109,693
0500000US37067,37067,"Forsyth County, North Carolina",341429,2044,55986,6164,25875,3386,3785,999,288,296,3850,1094,1805,670,373,269,1039,497,4226,1369,3139,1062,2377,811,2095,796,2066,850,394,288,438,283,30111,3561,2589,961,1024,611,3518,1150,765,381,322,286,1089,433,3906,1299,5883,1177,3771,1028,3318,852,1839,731,866,384,1221,495,285443,5954,136825,3382,8502,1047,1606,598,10110,1286,6398,1092,2155,588,3693,721,10132,1182,18140,1028,20479,844,21723,806,16867,1017,10249,362,6771,424,148618,3651,8774,929,1815,648,10010,1342,5744,1315,1096,541,4392,677,10948,1407,17760,1240,20970,1164,23390,1168,20598,765,12359,552,10762,835
0500000US37071,37071,"Gaston County, North Carolina",202974,1996,41514,5729,19543,3162,2699,852,690,438,1567,844,1441,682,360,255,1334,563,1405,674,2162,735,2888,917,2106,851,1901,855,425,338,565,446,21971,3412,1899,644,459,394,1726,721,626,377,348,338,886,622,2887,707,2384,613,2987,882,3619,1064,2436,712,732,328,982,421,161460,5722,78118,3378,3595,706,1080,512,5747,1242,3241,939,805,361,1886,532,7988,1171,8751,950,12110,1136,12646,938,10215,882,6446,384,3608,429,83342,3514,4750,738,814,510,6222,1124,3014,804,668,318,2680,701,5945,755,8923,744,13618,1034,12473,1244,10880,715,7464,509,5891,771
0500000US37081,37081,"Guilford County, North Carolina",476461,2891,84105,7260,36605,4255,5230,1124,685,543,4985,1291,2624,901,824,550,733,451,7004,1627,3428,876,4178,1336,3305,1239,2303,830,909,407,397,292,47500,4415,4576,1025,1403,626,4705,1207,2080,746,1001,499,1794,594,9870,1953,6441,1380,5310,1206,5019,969,3072,856,981,377,1248,526,392356,7735,189852,4626,10184,1069,2017,635,14932,1679,6931,1359,2255,782,6164,895,14568,2037,27344,866,28059,1396,30003,1287,23983,1107,13702,472,9710,453,202504,4722,10261,1025,1823,696,13922,1655,7394,1348,3012,855,3687,689,16954,2008,26398,1407,29255,1204,30912,980,27203,848,16321,554,15362,944
0500000US37085,37085,"Harnett County, North Carolina",111627,2349,17377,2941,7936,1685,777,432,265,310,1562,750,731,432,39,50,170,144,828,530,805,396,559,342,1129,525,382,276,395,209,294,148,9441,1773,886,452,175,168,983,594,396,362,273,269,676,302,749,460,1609,534,1490,488,899,468,688,352,358,158,259,172,94250,3564,47087,2487,4109,580,833,446,3838,902,2198,741,1219,294,1596,476,3963,1378,6390,720,7517,465,5971,505,5059,305,2868,260,1526,189,47163,2268,3379,587,383,235,4416,857,1753,633,331,249,1168,359,4025,1235,7314,872,6552,593,6455,459,5263,428,3285,186,2839,210
0500000US37089,37089,"Henderson County, North Carolina",106465,847,17719,3520,8883,1993,1487,657,445,446,482,367,128,267,103,173,158,216,844,712,1378,798,1111,830,1047,623,1080,606,390,310,230,226,8836,1904,827,468,59,102,922,446,179,241,388,443,389,429,969,557,1109,619,975,746,1103,532,654,373,568,415,694,373,88746,3488,43358,1920,1733,541,1087,486,2971,546,692,476,814,392,1926,552,2994,1050,4189,1126,5187,363,5826,857,6346,654,5123,206,4470,398,45388,2051,2006,436,965,472,2481,675,1506,605,0,289,215,286,2076,780,4338,961,5554,557,6837,690,7426,443,6259,456,5725,564
0500000US37097,37097,"Iredell County, North Carolina",158801,915,21842,5065,9602,2830,815,445,338,277,1206,564,892,846,0,289,242,304,620,467,1194,733,1052,597,1618,749,873,627,399,421,353,320,12240,2809,499,318,233,237,1202,645,724,568,139,166,206,207,1355,647,1836,757,1454,672,2212,916,818,423,1098,598,464,249,136959,4917,67425,2892,4112,523,438,382,6225,1079,2769,940,886,528,2132,550,6035,617,7907,1233,10365,825,10205,1043,7930,639,5520,571,2901,353,69534,2850,4239,448,1339,650,5399,907,3122,893,1425,513,1486,482,4547,827,6948,920,11233,883,10293,1023,9135,488,5719,623,4649,344
0500000US37101,37101,"Johnston County, North Carolina",168434,1151,27993,5282,13508,2869,1871,550,297,306,2439,691,648,438,505,386,310,245,1642,846,1236,704,1806,904,1133,594,1255,517,300,358,66,98,14485,2908,2205,1109,243,194,1331,456,1263,687,59,110,343,299,1371,673,2633,1159,2292,706,702,482,1218,583,307,221,518,246,140441,5370,69566,3096,4370,648,1222,580,5674,962,3742,809,1295,599,1907,549,5992,832,8085,598,12529,1187,10317,922,7618,631,4806,482,2009,299,70875,2826,4290,944,293,254,6624,1051,3006,845,852,316,2021,439,4775,858,8146,869,12060,766,10983,520,8721,589,5335,283,3769,323
0500000US37109,37109,"Lincoln County, North Carolina",77486,828,12276,2755,4763,1299,417,331,407,505,545,436,134,180,118,148,461,472,128,151,672,559,679,473,275,246,623,452,180,168,124,153,7513,1752,963,512,0,289,972,450,169,200,0,289,339,236,595,394,1562,682,1124,586,762,392,420,326,295,247,312,248,65210,3086,33674,1680,1844,298,462,344,1591,515,2024,831,279,267,1046,472,2908,403,3828,793,4887,450,5770,446,4667,418,2889,284,1479,208,31536,1755,1096,499,478,344,2355,703,1168,540,162,198,882,270,2100,493,2714,511,4734,682,5859,607,4754,391,3201,436,2033,222
0500000US37119,37119,"Mecklenburg County, North Carolina",908026,3456,138893,11030,61912,5963,6851,1385,1736,655,8147,1712,3677,1062,1761,662,3501,920,10518,1920,8127,1863,6904,1496,6012,1494,3225,812,953,482,500,332,76981,6425,9463,1752,758,377,6556,1573,2993,788,1385,784,1844,873,13011,2550,14518,1939,9067,1521,8029,1363,5601,1323,2006,617,1750,598,769133,10821,377658,6017,27749,1403,4475,992,32643,2495,13963,1665,5202,887,7825,1295,30110,2111,67243,1954,63522,1614,54658,1548,38648,829,19402,631,12218,453,391475,6390,23681,1844,5785,1171,30930,2064,14538,1774,5342,1090,9206,1165,27103,2598,64865,1979,65170,1516,57900,1423,42790,1343,23694,694,20471,790
0500000US37125,37125,"Moore County, North Carolina",87684,1104,16243,3458,7601,1714,901,564,419,409,725,488,377,383,223,308,147,237,1115,685,1095,799,573,416,1082,543,599,265,284,228,61,83,8642,2187,983,781,301,381,801,571,651,450,229,290,277,288,900,474,1006,485,1054,617,884,448,529,283,544,413,483,337,71441,3711,34790,2103,1556,722,549,493,2753,720,901,550,605,428,748,462,1883,617,3299,614,4117,501,4696,521,4968,544,4654,371,4061,361,36651,2418,2011,705,316,317,1801,734,567,340,115,186,984,630,1777,511,3626,654,4377,672,5501,732,5958,283,4975,515,4643,708
