geo_description,label,year,description,estimate,moe,se,cv
United States,HD01_VD01,2006,Estimate; Total:,291531091,30340.09,15479.64,0.01
Randolph ,HD01_VD03,2006,Estimate; Income in the past 12 months below poverty level: - Male:,8820,2626.04,1339.82,15.19
Robeson ,HD01_VD03,2006,Estimate; Income in the past 12 months below poverty level: - Male:,15247,3057.36,1559.88,10.23
Rockingham ,HD01_VD03,2006,Estimate; Income in the past 12 months below poverty level: - Male:,6333,2023.15,1032.22,16.3
Rowan ,HD01_VD03,2006,Estimate; Income in the past 12 months below poverty level: - Male:,7834,2104.17,1073.56,13.7
Surry ,HD01_VD03,2006,Estimate; Income in the past 12 months below poverty level: - Male:,6334,2058.89,1050.45,16.58
Union ,HD01_VD03,2006,Estimate; Income in the past 12 months below poverty level: - Male:,5838,2098.21,1070.52,18.34
Wake ,HD01_VD03,2006,Estimate; Income in the past 12 months below poverty level: - Male:,31718,5221.11,2663.83,8.4
Wayne ,HD01_VD03,2006,Estimate; Income in the past 12 months below poverty level: - Male:,7286,1918.3,978.72,13.43
Wilkes ,HD01_VD03,2006,Estimate; Income in the past 12 months below poverty level: - Male:,5300,1967.15,1003.65,18.94
Wilson ,HD01_VD03,2006,Estimate; Income in the past 12 months below poverty level: - Male:,5297,2055.32,1048.63,19.8
United States,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,2136253,31661.45,16153.8,0.76
North Carolina,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,71339,6126.64,3125.84,4.38
Alamance ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,780,586.21,299.09,38.34
Brunswick ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,329,498.04,254.1,77.23
Buncombe ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,902,624.34,318.54,35.31
Burke ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,917,641.02,327.05,35.67
Cabarrus ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,1281,769.7,392.7,30.66
Caldwell ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,629,470.64,240.12,38.17
Catawba ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,1640,1022.3,521.58,31.8
Cleveland ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,1435,874.55,446.2,31.09
Craven ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,516,425.36,217.02,42.06
Cumberland ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,4462,1165.28,594.53,13.32
Davidson ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,197,253.79,129.48,65.73
Durham ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,2369,1220.09,622.49,26.28
Forsyth ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,3219,1121.19,572.04,17.77
Gaston ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,1188,689.87,351.97,29.63
Guilford ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,4479,1370.21,699.09,15.61
Harnett ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,1078,544.51,277.81,25.77
Henderson ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,525,561.19,286.32,54.54
Iredell ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,661,538.55,274.77,41.57
Johnston ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,1259,853.11,435.26,34.57
Lincoln ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,638,442.04,225.53,35.35
Mecklenburg ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,5526,1730.04,882.67,15.97
Moore ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,25,56,28.57,114.28
Nash ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,538,368.17,187.84,34.91
New Hanover ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,1043,585.02,298.48,28.62
Onslow ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,2105,867.4,442.55,21.02
Orange ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,374,359.83,183.59,49.09
Pitt ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,1912,1059.23,540.42,28.26
Randolph ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,1217,857.87,437.69,35.96
Robeson ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,1741,743.49,379.33,21.79
Rockingham ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,628,570.72,291.18,46.37
Rowan ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,952,648.17,330.7,34.74
Surry ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,561,425.36,217.02,38.68
Union ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,801,598.13,305.17,38.1
Wake ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,3631,1715.74,875.38,24.11
Wayne ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,583,351.49,179.33,30.76
Wilkes ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,768,551.66,281.46,36.65
Wilson ,HD01_VD04,2006,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,740,588.6,300.31,40.58
United States,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,385126,13699.74,6989.66,1.81
North Carolina,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,13682,2530.72,1291.18,9.44
Alamance ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,212,299.06,152.58,71.97
Brunswick ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,0,334.81,170.82,Inf
Buncombe ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,388,496.85,253.49,65.33
Burke ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,78,145.36,74.16,95.08
Cabarrus ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,144,212.09,108.21,75.15
Caldwell ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,0,334.81,170.82,Inf
Catawba ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,0,334.81,170.82,Inf
Cleveland ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,90,175.15,89.36,99.29
Craven ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,307,339.57,173.25,56.43
Cumberland ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,652,636.26,324.62,49.79
Davidson ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,49,101.28,51.67,105.45
Durham ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,204,250.21,127.66,62.58
Forsyth ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,189,263.32,134.35,71.08
Gaston ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,508,494.47,252.28,49.66
Guilford ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,625,576.68,294.22,47.08
Harnett ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,35,50.04,25.53,72.94
Henderson ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,197,336,171.43,87.02
Iredell ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,66,127.49,65.05,98.56
Johnston ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,46,98.89,50.45,109.67
Lincoln ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,185,355.06,181.15,97.92
Mecklenburg ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,1865,1034.21,527.66,28.29
Moore ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,0,334.81,170.82,Inf
Nash ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,220,243.06,124.01,56.37
New Hanover ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,85,182.3,93.01,109.42
Onslow ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,333,425.36,217.02,65.17
Orange ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,51,110.81,56.54,110.86
Pitt ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,331,357.45,182.37,55.1
Randolph ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,746,673.19,343.46,46.04
Robeson ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,222,259.74,132.52,59.69
Rockingham ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,371,517.11,263.83,71.11
Rowan ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,0,334.81,170.82,Inf
Surry ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,17,44.09,22.49,132.29
Union ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,60,121.53,62.01,103.35
Wake ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,610,444.43,226.75,37.17
Wayne ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,177,239.49,122.19,69.03
Wilkes ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,23,47.66,24.32,105.74
Wilson ,HD01_VD05,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,434,397.96,203.04,46.78
United States,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,2163621,31877.11,16263.83,0.75
North Carolina,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,73231,5742.98,2930.09,4
Alamance ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,3091,1268.94,647.42,20.95
Brunswick ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,286,359.83,183.59,64.19
Buncombe ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1087,798.3,407.3,37.47
Burke ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,512,345.53,176.29,34.43
Cabarrus ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,964,674.38,344.07,35.69
Caldwell ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1029,784,400,38.87
Catawba ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1663,1313.02,669.91,40.28
Cleveland ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1062,910.3,464.44,43.73
Craven ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,740,511.15,260.79,35.24
Cumberland ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,4440,1836.09,936.78,21.1
Davidson ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,640,589.79,300.91,47.02
Durham ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,2502,1135.49,579.33,23.15
Forsyth ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,3233,1104.51,563.53,17.43
Gaston ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1894,1228.43,626.75,33.09
Guilford ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,3790,1173.62,598.79,15.8
Harnett ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1563,654.13,333.74,21.35
Henderson ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,367,370.55,189.06,51.51
Iredell ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1025,775.66,395.74,38.61
Johnston ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1607,1019.91,520.36,32.38
Lincoln ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,622,610.04,311.24,50.04
Mecklenburg ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,4192,1361.87,694.83,16.58
Moore ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,560,630.3,321.58,57.42
Nash ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,855,524.26,267.48,31.28
New Hanover ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,734,558.81,285.11,38.84
Onslow ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1259,899.57,458.96,36.45
Orange ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,499,486.13,248.03,49.71
Pitt ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1733,999.66,510.03,29.43
Randolph ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1462,1006.81,513.68,35.14
Robeson ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,2429,984.17,502.13,20.67
Rockingham ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,864,774.47,395.14,45.73
Rowan ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,415,377.7,192.7,46.43
Surry ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,870,669.62,341.64,39.27
Union ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,290,350.3,178.72,61.63
Wake ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,3463,1531.06,781.15,22.56
Wayne ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1362,879.32,448.63,32.94
Wilkes ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,677,786.38,401.21,59.26
Wilson ,HD01_VD06,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,664,518.3,264.44,39.83
United States,HD01_VD07,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,1023276,23443.74,11961.09,1.17
North Carolina,HD01_VD07,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,32782,4414.47,2252.28,6.87
Alamance ,HD01_VD07,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,704,692.26,353.19,50.17
Brunswick ,HD01_VD07,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,97,132.26,67.48,69.57
Buncombe ,HD01_VD07,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,129,185.87,94.83,73.51
Burke ,HD01_VD07,2006,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,279,315.74,161.09,57.74
